id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,keyPass,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/22/id,qualifier/22/qualifierId,qualifier/22/value,qualifier/12/value,assist,qualifier/20/value,teamName
2801727011,330,1,1,39,8,dt4pinj0vw0t0cvz7za6mhmzy,0,54.4,7,2025-04-15T19:42:16.869Z,2025-04-16T03:24:07Z,5655267897,140,54.8,5655267929,286,,5655267923,236,,5655267905,213,0.45,5655267895,56,Right,5655267925,233,385,5655267903,212,0.5,5655267899,141,7.3,4vy3j1o829f561jf4fqum7ob9,N. Süle,5655890239,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801727005,385,74,1,39,8,agh9ifb2mw3ivjusgedj7c3fe,1,41.4,92,2025-04-15T19:42:16.949Z,2025-04-16T03:24:14Z,5655267945,233,330,5655267859,56,Back,5655890325,178,,5655267861,285,,,,,,,,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801727023,331,5,1,39,11,dt4pinj0vw0t0cvz7za6mhmzy,1,58.4,-1.6,2025-04-15T19:42:19.989Z,2025-04-16T03:24:16Z,5655267977,56,Right,5655267979,347,,5655267993,233,386,,,,,,,,,,,,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801727027,386,5,1,39,11,agh9ifb2mw3ivjusgedj7c3fe,0,41.6,101.6,2025-04-15T19:42:19.989Z,2025-04-16T03:24:16Z,5655267983,347,,5655267981,56,Back,5655268035,233,331,,,,,,,,,,,,,,,,eb3ci3a120om80v80mobsus8a,Gavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801727065,332,43,1,39,19,dt4pinj0vw0t0cvz7za6mhmzy,1,0,0,2025-04-15T19:42:27.951Z,2025-04-15T19:42:32Z,5655268245,141,23.7,5655268247,212,21.7,5655268317,144,1,5655268251,1,0,5655268249,213,0.93,5655268239,107,0,5655268243,140,85.9,5655268241,56,Center,ay89se5rytzay8md0yeadykq2,Yan Couto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801727153,333,1,1,39,44,dt4pinj0vw0t0cvz7za6mhmzy,1,56.3,0,2025-04-15T19:42:53.232Z,2025-04-16T03:24:25Z,5655268719,56,Right,5655268723,141,7,5655268721,140,62.4,5655268725,212,8.6,5655268717,107,,5655268727,213,0.73,,,,,,,ay89se5rytzay8md0yeadykq2,Yan Couto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801727145,387,83,1,39,46,agh9ifb2mw3ivjusgedj7c3fe,0,39,88.4,2025-04-15T19:42:55.232Z,2025-04-16T03:24:29Z,5655268789,399,6384gzzxuxs6pvmrn8qx4d7u1,,,,,,,,,,,,,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801727161,388,83,1,39,47,agh9ifb2mw3ivjusgedj7c3fe,0,38.9,88.7,2025-04-15T19:42:55.752Z,2025-04-16T03:35:35Z,5655269011,399,6384gzzxuxs6pvmrn8qx4d7u1,,,,,,,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801727157,334,50,1,39,47,dt4pinj0vw0t0cvz7za6mhmzy,1,62,7.3,2025-04-15T19:42:55.792Z,2025-04-16T03:24:42Z,5655268737,286,,5655268735,56,Right,5655268847,233,389,,,,,,,,,,,,,,,,6384gzzxuxs6pvmrn8qx4d7u1,F. Nmecha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801727177,389,7,1,39,48,agh9ifb2mw3ivjusgedj7c3fe,1,38,92.7,2025-04-15T19:42:56.752Z,2025-04-16T03:24:49Z,5655268831,56,Back,5655268833,285,,5655477783,385,,5655268829,167,,5655268835,233,334,5655890663,389,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801727171,335,5,1,39,49,dt4pinj0vw0t0cvz7za6mhmzy,1,60.6,-0.8,2025-04-15T19:42:57.752Z,2025-04-16T03:24:53Z,5655268963,233,390,5655268803,56,Right,5655268805,347,,,,,,,,,,,,,,,,,6384gzzxuxs6pvmrn8qx4d7u1,F. Nmecha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801727197,390,5,1,39,49,agh9ifb2mw3ivjusgedj7c3fe,0,39.4,100.8,2025-04-15T19:42:57.752Z,2025-04-16T03:24:53Z,5655268947,347,,5655268943,56,Back,5655268973,233,335,,,,,,,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801727233,336,1,1,39,56,dt4pinj0vw0t0cvz7za6mhmzy,1,59.5,0,2025-04-15T19:43:05.193Z,2025-04-16T03:24:57Z,5655269149,212,14,5655269153,213,1.77,5655269141,107,,5655269143,56,Right,5655269145,140,56.9,5655269147,141,18.5,,,,,,,ay89se5rytzay8md0yeadykq2,Yan Couto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801727239,337,61,1,39,58,dt4pinj0vw0t0cvz7za6mhmzy,1,56.5,19.4,2025-04-15T19:43:07.353Z,2025-04-16T03:25:05Z,5655890785,178,,5655269171,56,Right,,,,,,,,,,,,,,,,,,,ebj6t5jqzixrnww1z7qofznu2,K. Adeyemi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801727245,338,1,1,40,0,dt4pinj0vw0t0cvz7za6mhmzy,0,43.7,31.2,2025-04-15T19:43:09.033Z,2025-04-16T03:25:10Z,5655269219,141,45.3,5655890833,178,,5655269223,213,0.39,5655269213,157,,5655269221,212,25,5655269215,56,Center,5655269225,1,,5655269217,140,65.7,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801727249,391,8,1,40,1,agh9ifb2mw3ivjusgedj7c3fe,1,37.3,54,2025-04-15T19:43:10.154Z,2025-04-16T03:25:15Z,5655269227,56,Back,5655478125,383,,5655890929,178,,,,,,,,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801727259,392,49,1,40,2,agh9ifb2mw3ivjusgedj7c3fe,1,47.6,47.9,2025-04-15T19:43:11.434Z,2025-04-16T03:25:17Z,,,,,,,,,,,,,,,,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801727271,393,1,1,40,4,agh9ifb2mw3ivjusgedj7c3fe,0,54.9,42.5,2025-04-15T19:43:12.954Z,2025-04-16T03:25:21Z,5655891029,178,,5655269315,56,Center,5655269319,141,36.8,5655269323,213,5.51,5655269321,212,5.6,5655269317,140,58.7,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801727279,339,61,1,40,4,dt4pinj0vw0t0cvz7za6mhmzy,1,41,65.9,2025-04-15T19:43:13.114Z,2025-04-16T03:25:40Z,5655891125,178,,5655269367,56,Back,,,,,,,,,,,,,,,,,,,3k6znit6fd9mbfcnphlwyvj6d,P. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801727293,340,49,1,40,5,dt4pinj0vw0t0cvz7za6mhmzy,1,32.4,72.4,2025-04-15T19:43:14.394Z,2025-04-16T03:25:46Z,,,,,,,,,,,,,,,,,,,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801727315,341,1,1,40,6,dt4pinj0vw0t0cvz7za6mhmzy,1,32.4,72.4,2025-04-15T19:43:15.194Z,2025-04-16T03:25:56Z,5655269535,213,0.5,5655269527,56,Back,5655269529,140,42.9,5655269533,212,12.6,5655891205,178,,5655269531,141,81.3,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801727323,342,1,1,40,12,dt4pinj0vw0t0cvz7za6mhmzy,1,61.4,89,2025-04-15T19:43:20.794Z,2025-04-16T03:26:00Z,5655269575,212,7.9,5655891259,178,,5655269577,213,0.67,5655269573,141,96.2,5655269571,140,67.3,5655269569,56,Left,,,,,,,c9e54hwefvwos94ri459uylbe,D. Svensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801727337,343,1,1,40,14,dt4pinj0vw0t0cvz7za6mhmzy,1,67.3,96.2,2025-04-15T19:43:22.875Z,2025-04-16T03:26:09Z,5655269621,140,79.2,5655269623,141,92.7,5655891317,178,,5655269619,56,Left,5655269627,213,6.09,5655269625,212,12.7,,,,,,,3k6znit6fd9mbfcnphlwyvj6d,P. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801727343,344,1,1,40,16,dt4pinj0vw0t0cvz7za6mhmzy,0,80.5,92.1,2025-04-15T19:43:25.355Z,2025-04-16T03:26:13Z,5655269679,155,,5655269685,141,49,5655478415,72,,5655891389,178,,5655269687,212,31.9,5655478413,224,,5655269765,233,394,5655269689,213,5.12,c9e54hwefvwos94ri459uylbe,D. Svensson,5655269677,2,,5655269683,140,5655269681,56,Center,,,,,,,,92.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801727351,394,11,1,40,18,agh9ifb2mw3ivjusgedj7c3fe,1,9.3,44.8,2025-04-15T19:43:27.235Z,2025-04-16T03:26:15Z,5655478443,378,,5655269749,56,Back,5655269751,88,,5655269785,233,344,5655891407,388,,,,,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801727461,395,1,1,40,37,agh9ifb2mw3ivjusgedj7c3fe,0,12.3,50.6,2025-04-15T19:43:45.797Z,2025-04-16T03:26:20Z,5655270405,212,48.6,5655270399,56,Center,5655270407,213,6.17,5655270409,1,,5655270403,141,42.2,5655270401,140,58.3,5655270397,199,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801727485,396,4,1,40,41,agh9ifb2mw3ivjusgedj7c3fe,1,62.1,41.9,2025-04-15T19:43:49.756Z,2025-04-16T03:26:24Z,5655270581,13,,5655270589,286,,5655270587,152,,5655270901,264,,5655270585,56,Center,5655270615,233,345,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801727481,345,4,1,40,41,dt4pinj0vw0t0cvz7za6mhmzy,0,37.9,58.1,2025-04-15T19:43:49.757Z,2025-04-16T03:26:24Z,5655270613,285,,5655270605,13,,5655270611,152,,5655270619,233,396,5655891441,388,,5655271037,264,,5655270609,56,Back,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801727653,397,1,1,41,17,agh9ifb2mw3ivjusgedj7c3fe,1,55.3,42.2,2025-04-15T19:44:25.640Z,2025-04-16T03:26:28Z,5655271551,5,,5655271553,152,,5655271563,213,2.57,5655271561,212,12.8,5655271559,141,52.4,5655271557,140,45.1,5655271555,56,Back,5655891509,178,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801727663,398,1,1,41,18,agh9ifb2mw3ivjusgedj7c3fe,1,45.1,52.4,2025-04-15T19:44:26.720Z,2025-04-16T03:26:31Z,5655271615,56,Left,5655271617,140,58.6,5655271619,141,84.6,5655891525,178,,5655271623,213,1,5655271621,212,26.1,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801727677,399,1,1,41,22,agh9ifb2mw3ivjusgedj7c3fe,1,58.6,84.6,2025-04-15T19:44:30.881Z,2025-04-16T03:26:35Z,5655271705,141,68,5655271707,212,18.3,5655271709,213,3.81,5655891585,178,,5655271701,56,Back,5655271703,140,44.9,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801727685,400,1,1,41,25,agh9ifb2mw3ivjusgedj7c3fe,1,45.7,63.5,2025-04-15T19:44:33.521Z,2025-04-16T03:26:38Z,5655271775,212,20.5,5655891631,178,,5655271771,140,44.9,5655271777,213,4.67,5655271773,141,33.4,5655271769,56,Back,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801727699,401,1,1,41,27,agh9ifb2mw3ivjusgedj7c3fe,1,44.7,31.1,2025-04-15T19:44:35.601Z,2025-04-16T03:26:45Z,5655271859,141,12.8,5655891721,178,,5655271863,212,13,5655271853,56,Back,5655271855,140,48.3,5655271867,213,5.01,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801727733,402,1,1,41,29,agh9ifb2mw3ivjusgedj7c3fe,0,44.4,11.9,2025-04-15T19:44:37.521Z,2025-04-16T03:26:49Z,5655272039,155,,5655272043,140,88.5,5655272041,56,Right,5655272051,1,,5655891779,178,,5655272049,213,0.05,5655272047,212,46.4,5655272045,141,15.2,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801727741,346,12,1,41,32,dt4pinj0vw0t0cvz7za6mhmzy,1,10.1,81.5,2025-04-15T19:44:41.362Z,2025-04-16T03:26:54Z,5655272113,167,,5655272105,213,1.66,5655272099,140,9,5655272097,56,Back,5655272103,212,13.6,5655272101,141,100,5655891819,178,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801727743,347,5,1,41,34,dt4pinj0vw0t0cvz7za6mhmzy,0,10.6,101.2,2025-04-15T19:44:43.202Z,2025-04-16T03:26:57Z,5655272111,347,,5655272109,56,Back,5655272777,233,403,,,,,,,,,,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801727857,403,5,1,41,34,agh9ifb2mw3ivjusgedj7c3fe,1,89.4,-1.2,2025-04-15T19:44:43.202Z,2025-04-16T03:26:57Z,5655272745,56,Right,5655272773,233,347,5655272747,347,,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801727875,404,1,1,41,57,agh9ifb2mw3ivjusgedj7c3fe,0,86.2,0,2025-04-15T19:45:06.364Z,2025-04-16T03:27:02Z,5655272887,212,17.9,5655272883,140,92.1,5655272881,56,Center,5655272879,107,,5655272885,141,22.7,5655272889,213,1.22,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801727895,349,4,1,41,59,dt4pinj0vw0t0cvz7za6mhmzy,1,7.4,76.6,2025-04-15T19:45:08.443Z,2025-04-16T03:27:05Z,5655273033,233,405,5655273013,152,,5655273011,56,Back,5655273007,13,,5655273009,295,,5655273015,285,,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801727899,405,4,1,41,59,agh9ifb2mw3ivjusgedj7c3fe,0,92.6,23.4,2025-04-15T19:45:08.444Z,2025-04-16T03:27:04Z,5655273021,295,,5655273023,56,Center,5655273019,13,,5655273061,233,349,5655891933,178,,5655273027,286,,5655273025,152,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801727879,348,43,1,42,0,dt4pinj0vw0t0cvz7za6mhmzy,1,0,0,2025-04-15T19:45:08.740Z,2025-04-15T19:45:14Z,5655272903,56,Back,5655272909,212,0.1,5655273067,144,12,5655272907,141,73.9,5655272911,213,0,5655272905,140,5.3,5655272913,15,0,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801727969,350,1,1,42,15,dt4pinj0vw0t0cvz7za6mhmzy,1,10,66.1,2025-04-15T19:45:24.045Z,2025-04-16T03:27:08Z,5655273407,1,,5655273393,5,,5655273399,140,13.3,5655273405,213,4.81,5655273403,212,36.1,5655273401,141,13.3,5655273397,56,Back,5655891959,178,,9rjd95oqotnalxmv56v7p1r6d,G. Kobel,5655273395,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801727973,351,1,1,42,19,dt4pinj0vw0t0cvz7za6mhmzy,1,13.2,12.2,2025-04-15T19:45:27.486Z,2025-04-16T03:27:13Z,5655273427,141,5.6,5655273425,140,19.4,5655891995,178,,5655273423,56,Back,5655273431,213,5.68,5655273429,212,7.9,,,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801727975,352,1,1,42,20,dt4pinj0vw0t0cvz7za6mhmzy,1,19.9,6.4,2025-04-15T19:45:28.686Z,2025-04-16T03:27:19Z,5655892053,178,,5655273435,56,Back,5655273437,140,19.9,5655273439,141,13.4,5655273441,212,4.8,5655273443,213,1.57,,,,,,,ay89se5rytzay8md0yeadykq2,Yan Couto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801727981,353,1,1,42,21,dt4pinj0vw0t0cvz7za6mhmzy,1,19.9,13.7,2025-04-15T19:45:29.766Z,2025-04-16T03:27:24Z,5655273479,212,13.7,5655273473,56,Back,5655273475,140,32.6,5655892087,178,,5655273477,141,9.1,5655273481,213,6.05,,,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801727987,354,1,1,42,22,dt4pinj0vw0t0cvz7za6mhmzy,1,32.6,9.1,2025-04-15T19:45:30.726Z,2025-04-16T03:27:31Z,5655273517,213,3.21,5655273509,56,Back,5655892175,178,,5655273525,156,,5655273515,212,3.1,5655273513,141,8.8,5655273511,140,29.7,,,,xuk3qlmk4985hs8ocjjd49ka,M. Beier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801728003,355,1,1,42,23,dt4pinj0vw0t0cvz7za6mhmzy,1,29.7,8.8,2025-04-15T19:45:31.686Z,2025-04-16T03:27:35Z,5655273585,141,15.8,5655273587,212,11.1,5655892217,178,,5655273589,213,0.45,5655273583,140,39.2,5655273581,56,Back,,,,,,,ay89se5rytzay8md0yeadykq2,Yan Couto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801728017,356,1,1,42,25,dt4pinj0vw0t0cvz7za6mhmzy,1,41.4,10.9,2025-04-15T19:45:33.726Z,2025-04-16T03:27:51Z,5655273651,56,Right,5655273653,140,62.7,5655892247,178,,5655273659,213,6.24,5655273657,212,22.4,5655273655,141,9.4,,,,,,,bmrdtenqr84jt4gmw6i7wez11,S. Guirassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801728037,357,1,1,42,30,dt4pinj0vw0t0cvz7za6mhmzy,0,94.7,26.7,2025-04-15T19:45:39.447Z,2025-04-16T03:27:58Z,5655892375,178,,5655273795,213,2.34,5655273787,56,Center,5655273807,286,,5655273801,236,,5655273803,233,407,5655273789,140,94.2,5655273791,141,27.5,xuk3qlmk4985hs8ocjjd49ka,M. Beier,5655273793,212,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801728039,407,74,1,42,31,agh9ifb2mw3ivjusgedj7c3fe,1,9.6,67.7,2025-04-15T19:45:39.527Z,2025-04-16T03:28:02Z,5655273797,56,Back,5655273799,285,,5655273825,233,357,5655892409,178,,,,,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801728047,358,6,1,42,32,dt4pinj0vw0t0cvz7za6mhmzy,1,91.8,30.5,2025-04-15T19:45:41.167Z,2025-04-16T03:28:05Z,5655273843,75,,5655273841,56,Center,5655273859,233,408,,,,,,,,,,,,,,,,xuk3qlmk4985hs8ocjjd49ka,M. Beier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801728045,408,6,1,42,32,agh9ifb2mw3ivjusgedj7c3fe,0,8.2,69.5,2025-04-15T19:45:41.167Z,2025-04-16T03:28:05Z,5655273863,233,358,5655273847,73,,5655273845,56,Back,,,,,,,,,,,,,,,,awsod0zmnrukk21d4882ji7e1,Ronald Araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801728245,359,1,1,43,7,dt4pinj0vw0t0cvz7za6mhmzy,0,99.5,0.5,2025-04-15T19:46:16.410Z,2025-04-16T03:28:13Z,5655274847,140,94.6,5655274855,1,,5655274837,2,,5655274845,56,Center,5655274841,155,,5655274839,6,,5655274843,223,,5655274849,141,61.9,c9e54hwefvwos94ri459uylbe,D. Svensson,5655274853,213,1.69,5655274851,212,5655480007,72,,5655892599,178,,,,,,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801728247,409,44,1,43,10,agh9ifb2mw3ivjusgedj7c3fe,1,5.4,38.7,2025-04-15T19:46:19.290Z,2025-04-16T04:01:58Z,5655274921,233,360,5655274859,56,Back,5655274861,285,,,,,,,,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801728249,360,44,1,43,10,dt4pinj0vw0t0cvz7za6mhmzy,0,94.6,61.3,2025-04-15T19:46:19.291Z,2025-04-16T03:28:19Z,5655274863,56,Center,5655274939,233,409,5655274865,286,,,,,,,,,,,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801728253,410,12,1,43,10,agh9ifb2mw3ivjusgedj7c3fe,1,5.4,39.7,2025-04-15T19:46:19.330Z,2025-04-16T04:01:59Z,5655274883,141,10.9,5655274881,140,0,5655892733,388,,5655274885,212,21,5655274887,213,4.35,5655274895,15,,5655275037,167,,5655274879,56,Back,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2801728261,361,6,1,43,15,dt4pinj0vw0t0cvz7za6mhmzy,1,99.1,78.9,2025-04-15T19:46:24.091Z,2025-04-16T03:28:27Z,5655274985,73,,5655275069,233,411,5655274983,56,Left,,,,,,,,,,,,,,,,c9e54hwefvwos94ri459uylbe,D. Svensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2801728285,411,6,1,43,15,agh9ifb2mw3ivjusgedj7c3fe,0,0.9,21.1,2025-04-15T19:46:24.091Z,2025-04-16T03:28:28Z,5655275063,73,,5655275061,56,Back,5655275083,233,361,,,,,,,,,,,,,,,,6l1y87tlepsvr83d8y2qifeqy,Gerard Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
