id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/16/value,qualifier/18/value,qualifier/19/value,teamName
2798666919,408,44,2,53,38,dt4pinj0vw0t0cvz7za6mhmzy,0,63.6,71.6,2025-04-09T20:11:36.372Z,2025-04-10T05:04:47Z,5638478491,233,587,5638478413,56,Center,5638478415,286,,,,,,,,,,,,,,,,,c2mwg1uhug0pbgl72uf9b927e,J. Gittens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798666931,588,1,2,53,38,agh9ifb2mw3ivjusgedj7c3fe,1,40.9,21.5,2025-04-09T20:11:36.421Z,2025-04-10T07:37:15Z,5638478467,141,28.8,5638478471,213,0.31,5638478461,3,,5638478469,212,16.3,5638478465,140,55.7,5639061385,388,,5638478463,56,Center,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798666937,589,1,2,53,40,agh9ifb2mw3ivjusgedj7c3fe,1,55.7,28.8,2025-04-09T20:11:38.222Z,2025-04-10T05:04:55Z,5638478517,213,6.2,5639061421,178,,5638478511,140,57.9,5638478515,212,2.3,5638478509,56,Center,5638478513,141,28.5,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798666957,591,49,2,53,40,agh9ifb2mw3ivjusgedj7c3fe,1,42.3,61.8,2025-04-09T20:11:38.321Z,2025-04-10T05:05:58Z,,,,,,,,,,,,,,,,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermín López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798666945,590,43,2,53,41,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-04-09T20:11:38.844Z,2025-04-09T20:11:54Z,5638479075,144,61,5638478545,56,Center,,,,,,,,,,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermín López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798666983,592,1,2,53,44,agh9ifb2mw3ivjusgedj7c3fe,1,42,63.4,2025-04-09T20:11:41.920Z,2025-04-10T05:06:02Z,5638478753,212,12.6,5638478747,56,Back,5639061561,178,,5638478755,213,2.13,5638478751,141,79.1,5638478749,140,35.7,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermín López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798667009,593,1,2,53,48,agh9ifb2mw3ivjusgedj7c3fe,1,41.6,71.5,2025-04-09T20:11:46.424Z,2025-04-10T05:06:36Z,5638478901,140,36.5,5638478907,213,4.46,5638478899,56,Back,5638478905,212,21.4,5639061675,178,,5638478903,141,41,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798667033,594,1,2,53,51,agh9ifb2mw3ivjusgedj7c3fe,0,35.3,38,2025-04-09T20:11:49.172Z,2025-04-10T05:06:40Z,5639061689,178,,5638478993,141,32.5,5638478997,213,6.22,5638478987,155,,5638478991,140,89.8,5638478989,56,Center,5638478995,212,57.3,5638478999,1,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798667049,409,52,2,53,55,dt4pinj0vw0t0cvz7za6mhmzy,1,13.6,72.9,2025-04-09T20:11:53.423Z,2025-04-10T05:07:19Z,5638702073,376,,5639061765,178,,,,,,,,,,,,,,,,,,,,9rjd95oqotnalxmv56v7p1r6d,G. Kobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798667097,410,1,2,53,57,dt4pinj0vw0t0cvz7za6mhmzy,1,11.5,66.8,2025-04-09T20:11:55.573Z,2025-04-10T05:07:50Z,5638479325,212,19.1,5638479327,213,5.37,5639061823,178,,5638479321,140,22.6,5638479323,141,44.5,5638479317,123,,5638479319,56,Back,,,,9rjd95oqotnalxmv56v7p1r6d,G. Kobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798667119,411,1,2,54,2,dt4pinj0vw0t0cvz7za6mhmzy,1,25.6,41.6,2025-04-09T20:12:00.224Z,2025-04-10T05:07:57Z,5638479465,56,Center,5639061839,178,,5638479469,141,49.4,5638479467,140,54.1,5638479471,212,30.4,5638479473,213,0.18,,,,,,,7lai6ovwsl01gonutejt4mms5,E. Can,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798667139,412,1,2,54,3,dt4pinj0vw0t0cvz7za6mhmzy,1,54.1,49.4,2025-04-09T20:12:00.973Z,2025-04-10T05:07:59Z,5638479557,212,12.5,5639061843,178,,5638479551,56,Center,5638479555,141,31.1,5638479559,213,4.77,5638479553,140,54.8,,,,,,,bmrdtenqr84jt4gmw6i7wez11,S. Guirassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798667159,413,1,2,54,4,dt4pinj0vw0t0cvz7za6mhmzy,0,54.8,31.1,2025-04-09T20:12:02.423Z,2025-04-10T05:08:05Z,5639061857,178,,5638479671,140,65.5,5638479667,155,,5638479677,213,1.19,5638479669,56,Center,5638479675,212,29.9,5638479673,141,71.9,,,,f4qcgzveslklfi8601tep77x1,J. Brandt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798667143,595,8,2,54,5,agh9ifb2mw3ivjusgedj7c3fe,1,34.4,32.5,2025-04-09T20:12:03.622Z,2025-04-10T05:08:35Z,5638479577,56,Back,5639061945,178,,5638702585,385,,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798667199,414,1,2,54,9,dt4pinj0vw0t0cvz7za6mhmzy,1,64.3,68.9,2025-04-09T20:12:07.224Z,2025-04-10T05:08:39Z,5638479903,56,Left,5638479911,213,0.83,5639061957,178,,5638479909,212,12.5,5638479905,140,72.3,5638479907,141,82.5,,,,,,,5ql70wwevaoqpxabylew5f696,C. Chukwuemeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798667201,415,1,2,54,13,dt4pinj0vw0t0cvz7za6mhmzy,0,89.8,80,2025-04-09T20:12:11.423Z,2025-04-10T05:09:39Z,5638479925,212,9.2,5638479929,213,3.92,5638479917,140,83.5,5639062123,178,,5638479915,56,Center,5638479921,141,70.5,,,,,,,c2mwg1uhug0pbgl72uf9b927e,J. Gittens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798667193,596,8,2,54,13,agh9ifb2mw3ivjusgedj7c3fe,1,12.9,28.9,2025-04-09T20:12:11.725Z,2025-04-10T05:09:44Z,5638479889,56,Back,5638702979,383,,5639062137,178,,,,,,,,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798667197,597,49,2,54,14,agh9ifb2mw3ivjusgedj7c3fe,1,12.9,28.3,2025-04-09T20:12:12.424Z,2025-04-10T05:09:48Z,,,,,,,,,,,,,,,,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798667257,598,1,2,54,14,agh9ifb2mw3ivjusgedj7c3fe,1,12.9,28.3,2025-04-09T20:12:12.425Z,2025-04-10T05:09:51Z,5638480233,212,16.9,5639062151,178,,5638480235,213,5.55,5638480229,140,24.9,5638480231,141,11.7,5638480227,56,Back,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798667259,599,1,2,54,27,agh9ifb2mw3ivjusgedj7c3fe,1,42.9,31,2025-04-09T20:12:25.127Z,2025-04-10T05:10:01Z,5638480263,140,35.9,5638480261,56,Back,5638480267,212,13.2,5639062167,178,,5638480265,141,14.9,5638480269,213,4.12,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798667263,600,1,2,54,28,agh9ifb2mw3ivjusgedj7c3fe,1,35.9,14.9,2025-04-09T20:12:26.825Z,2025-04-10T05:10:10Z,5638480293,140,32.7,5638480295,141,29.2,5638480299,213,1.9,5638480297,212,10.3,5638480291,56,Back,5639062187,178,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798667269,601,1,2,54,31,agh9ifb2mw3ivjusgedj7c3fe,1,33.8,32.8,2025-04-09T20:12:29.226Z,2025-04-10T05:10:16Z,5638480333,212,8.8,5639062193,178,,5638480329,140,38.5,5638480335,213,0.98,5638480331,141,43.6,5638480327,56,Back,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798667275,602,1,2,54,32,agh9ifb2mw3ivjusgedj7c3fe,1,38.5,43.6,2025-04-09T20:12:29.976Z,2025-04-10T05:10:21Z,5638480351,56,Back,5638480357,212,6.6,5639062205,178,,5638480359,213,4.25,5638480355,141,34.9,5638480353,140,35.7,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermín López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798667303,603,1,2,54,34,agh9ifb2mw3ivjusgedj7c3fe,1,38.5,35.7,2025-04-09T20:12:31.958Z,2025-04-10T05:10:26Z,5638480521,141,50.7,5639062219,178,,5638480525,213,0.53,5638480519,140,55.1,5638480517,56,Center,5638480523,212,20.2,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798667313,604,4,2,54,35,agh9ifb2mw3ivjusgedj7c3fe,1,63.5,53.8,2025-04-09T20:12:33.676Z,2025-04-10T05:10:30Z,5638480593,265,,5638480583,13,,5638480649,233,416,5638480595,286,,5638480587,56,Center,5638480591,152,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798667319,416,4,2,54,35,dt4pinj0vw0t0cvz7za6mhmzy,0,36.5,46.2,2025-04-09T20:12:33.677Z,2025-04-10T05:10:29Z,5638480643,152,,5638480639,13,,5638480645,265,,5639062235,178,,5638480641,56,Back,5638480647,285,,5638480663,233,604,,,,6384gzzxuxs6pvmrn8qx4d7u1,F. Nmecha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798667357,605,1,2,54,41,agh9ifb2mw3ivjusgedj7c3fe,1,60.3,59.1,2025-04-09T20:12:38.926Z,2025-04-10T05:10:32Z,5638480811,152,,5638480817,141,55.4,5639062245,178,,5638480819,212,4.9,5638481175,189,,5638480821,213,3.68,5638480815,140,56.3,5638480809,5,,cjll1xrw3xulnl23c9tlf6rys,Fermín López,5638480813,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798667365,606,1,2,54,47,agh9ifb2mw3ivjusgedj7c3fe,1,62.4,70.2,2025-04-09T20:12:45.127Z,2025-04-10T05:10:36Z,5638480873,212,18.7,5639062255,178,,5638480867,56,Back,5638480871,141,86.2,5638480869,140,47.9,5638480875,213,2.52,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798667397,607,1,2,54,49,agh9ifb2mw3ivjusgedj7c3fe,1,47.9,86.2,2025-04-09T20:12:46.879Z,2025-04-10T05:10:41Z,5638481063,140,61.6,5639062269,178,,5638481069,213,0.42,5638481065,141,95.7,5638481061,56,Left,5638481067,212,15.8,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798667405,608,1,2,54,54,agh9ifb2mw3ivjusgedj7c3fe,0,75.9,83.6,2025-04-09T20:12:52.627Z,2025-04-10T05:10:48Z,5638481113,140,89.4,5639062289,178,,5638481117,212,24.1,5638481111,56,Center,5638481119,213,5.34,5638481115,141,54.9,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798667417,417,52,2,54,56,dt4pinj0vw0t0cvz7za6mhmzy,1,10.9,47.8,2025-04-09T20:12:53.978Z,2025-04-10T05:11:00Z,5639062335,389,,5638703733,376,,,,,,,,,,,,,,,,,,,,9rjd95oqotnalxmv56v7p1r6d,G. Kobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798667439,418,1,2,54,59,dt4pinj0vw0t0cvz7za6mhmzy,1,10.9,47.8,2025-04-09T20:12:57.428Z,2025-04-10T05:12:30Z,5638481299,213,6.18,5638481295,141,45.4,5638481289,123,,5638481291,56,Back,5638481297,212,16.1,5638481293,140,26.2,5639062419,178,,,,,9rjd95oqotnalxmv56v7p1r6d,G. Kobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798667449,419,1,2,54,59,dt4pinj0vw0t0cvz7za6mhmzy,1,26.2,45.4,2025-04-09T20:12:57.668Z,2025-04-10T05:12:08Z,5638481353,213,2.28,5639062435,178,,5638481379,189,,5638481347,140,17.7,5638481345,56,Back,5638481349,141,60.8,5638481351,212,13.8,,,,6384gzzxuxs6pvmrn8qx4d7u1,F. Nmecha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798667493,420,1,2,55,0,dt4pinj0vw0t0cvz7za6mhmzy,1,23.7,65.7,2025-04-09T20:12:57.978Z,2025-04-10T05:12:05Z,5638481613,141,52.2,5638481609,56,Back,5639062461,178,,5638481615,212,15.4,5638481617,213,3.78,5638481611,140,11.9,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798667515,421,1,2,55,11,dt4pinj0vw0t0cvz7za6mhmzy,1,11.6,51.2,2025-04-09T20:13:09.579Z,2025-04-10T05:12:36Z,5639062501,178,,5638481737,56,Back,5638481743,212,18.7,5638481739,140,21.7,5638481741,141,73.8,5638481747,213,0.97,,,,,,,9rjd95oqotnalxmv56v7p1r6d,G. Kobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798667537,422,1,2,55,14,dt4pinj0vw0t0cvz7za6mhmzy,1,21.7,74,2025-04-09T20:13:12.429Z,2025-04-10T05:12:41Z,5638481833,56,Back,5638481839,212,19.2,5638481835,140,8.6,5638481841,213,3.92,5638481837,141,54.2,5639062505,178,,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798667551,423,1,2,55,16,dt4pinj0vw0t0cvz7za6mhmzy,1,8.6,54.2,2025-04-09T20:13:14.679Z,2025-04-10T05:12:43Z,5638481939,141,81.3,5638481935,56,Back,5638481943,213,1.08,5638481937,140,17.9,5639062517,178,,5638481941,212,20.9,,,,,,,9rjd95oqotnalxmv56v7p1r6d,G. Kobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798667567,424,1,2,55,20,dt4pinj0vw0t0cvz7za6mhmzy,1,21.2,81.5,2025-04-09T20:13:18.049Z,2025-04-10T05:12:46Z,5638482027,213,0.5,5638482021,140,34.8,5639062521,178,,5638482025,212,16.3,5638482019,56,Back,5638482023,141,93,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798667597,425,1,2,55,23,dt4pinj0vw0t0cvz7za6mhmzy,1,34.8,93,2025-04-09T20:13:20.930Z,2025-04-10T05:12:50Z,5638482183,212,12,5638482185,213,3.62,5638482179,140,24.7,5639062533,178,,5638482177,56,Back,5638482181,141,84.9,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798667617,426,1,2,55,27,dt4pinj0vw0t0cvz7za6mhmzy,1,27.6,75.9,2025-04-09T20:13:25.181Z,2025-04-10T05:12:55Z,5638482303,213,3.71,5638482297,140,10.6,5638482301,212,21.2,5638482295,56,Back,5638482299,141,59.1,5639062545,178,,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798667639,427,1,2,55,32,dt4pinj0vw0t0cvz7za6mhmzy,1,11.2,57.3,2025-04-09T20:13:30.331Z,2025-04-10T05:12:59Z,5638482447,56,Back,5638482453,212,15.4,5638482455,213,6.2,5639062553,178,,5638482449,140,25.8,5638482451,141,55.5,,,,,,,9rjd95oqotnalxmv56v7p1r6d,G. Kobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798667649,428,1,2,55,35,dt4pinj0vw0t0cvz7za6mhmzy,1,13.2,51.6,2025-04-09T20:13:33.581Z,2025-04-10T05:13:03Z,5638482503,56,Back,5638482511,213,4.8,5638482509,212,21.2,5638482505,140,14.9,5639062571,178,,5638482507,141,20.5,,,,,,,f4qcgzveslklfi8601tep77x1,J. Brandt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798667731,429,1,2,55,38,dt4pinj0vw0t0cvz7za6mhmzy,1,15.2,20.2,2025-04-09T20:13:36.163Z,2025-04-10T05:13:06Z,5639062579,178,,5638482873,140,6.5,5638482879,213,1.99,5638482875,141,50.4,5638482877,212,22.5,5638482871,56,Back,,,,,,,7lai6ovwsl01gonutejt4mms5,E. Can,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798667763,430,1,2,55,49,dt4pinj0vw0t0cvz7za6mhmzy,0,19.4,54.3,2025-04-09T20:13:47.032Z,2025-04-10T05:13:13Z,5638483049,157,,5638483051,56,Left,5638483057,212,57.2,5638483059,213,0.6,5639062611,178,,5638483055,141,100,5638483061,1,,5638483053,140,64.5,9rjd95oqotnalxmv56v7p1r6d,G. Kobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798667765,431,5,2,55,55,dt4pinj0vw0t0cvz7za6mhmzy,0,66.2,101.8,2025-04-09T20:13:52.873Z,2025-04-10T05:13:15Z,5638483607,233,609,5638483065,347,,5638483063,56,Left,,,,,,,,,,,,,,,,9rjd95oqotnalxmv56v7p1r6d,G. Kobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798667867,609,5,2,55,55,agh9ifb2mw3ivjusgedj7c3fe,1,33.8,-1.8,2025-04-09T20:13:52.873Z,2025-04-10T05:13:15Z,5638483587,56,Back,5638483599,233,431,5638483589,347,,,,,,,,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798667885,610,1,2,56,9,agh9ifb2mw3ivjusgedj7c3fe,1,33.7,0,2025-04-09T20:14:06.885Z,2025-04-10T05:13:23Z,5638483691,213,0.27,5638483687,141,3.4,5638483681,107,,5638483689,212,13.3,5638483685,140,45.9,5638483683,56,Back,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798667901,432,43,2,56,11,dt4pinj0vw0t0cvz7za6mhmzy,1,0,0,2025-04-09T20:14:08.884Z,2025-04-10T05:57:55Z,5639071741,144,83,5638485207,399,4ftlhtels58lyzfluwofzwxuy,,,,,,,,,,,,,,,,,,,c2mwg1uhug0pbgl72uf9b927e,J. Gittens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798667893,611,1,2,56,11,agh9ifb2mw3ivjusgedj7c3fe,1,45.9,3.4,2025-04-09T20:14:09.584Z,2025-04-10T05:13:42Z,5638483727,213,6.03,5638483721,140,47.4,5638483725,212,1.6,5638483719,56,Back,5639062699,178,,5638483723,141,2.8,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798668233,443,43,2,56,11,dt4pinj0vw0t0cvz7za6mhmzy,1,0,0,2025-04-09T20:14:09.585Z,2025-04-10T05:59:03Z,5639071933,144,83,5638485687,399,abr79wsl0folgkyvl821ggs2c,,,,,,,,,,,,,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798667905,612,61,2,56,12,agh9ifb2mw3ivjusgedj7c3fe,0,47.4,2.8,2025-04-09T20:14:10.484Z,2025-04-10T05:17:09Z,5639063103,178,,5638483793,56,Back,,,,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798667925,433,49,2,56,13,dt4pinj0vw0t0cvz7za6mhmzy,1,58.4,81.6,2025-04-09T20:14:11.485Z,2025-04-10T05:17:14Z,,,,,,,,,,,,,,,,,,,,,,,,,c2mwg1uhug0pbgl72uf9b927e,J. Gittens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798667933,434,61,2,56,15,dt4pinj0vw0t0cvz7za6mhmzy,0,58.4,81.6,2025-04-09T20:14:13.635Z,2025-04-10T05:17:20Z,5639063139,178,,5638483937,56,Left,,,,,,,,,,,,,,,,,,,c2mwg1uhug0pbgl72uf9b927e,J. Gittens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798667937,613,49,2,56,16,agh9ifb2mw3ivjusgedj7c3fe,1,45.7,17,2025-04-09T20:14:14.334Z,2025-04-10T05:17:23Z,,,,,,,,,,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798667949,614,1,2,56,17,agh9ifb2mw3ivjusgedj7c3fe,0,47.4,32.1,2025-04-09T20:14:15.784Z,2025-04-10T05:17:27Z,5638484043,212,2.8,5638484045,213,0.29,5638484059,286,,5638484039,140,50,5638484053,236,,5638484037,56,Center,5639063157,178,,5638484041,141,33.3,4ftlhtels58lyzfluwofzwxuy,Pedri,5638484055,233,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798667951,435,74,2,56,18,dt4pinj0vw0t0cvz7za6mhmzy,1,53.3,65.9,2025-04-09T20:14:16.034Z,2025-04-10T05:17:29Z,5639063161,178,,5638484047,56,Center,5638484073,233,614,5638484049,285,,,,,,,,,,,,,,6384gzzxuxs6pvmrn8qx4d7u1,F. Nmecha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798667961,615,1,2,56,20,agh9ifb2mw3ivjusgedj7c3fe,0,56.7,50.1,2025-04-09T20:14:18.235Z,2025-04-10T05:17:34Z,5638484121,213,0.27,5639063169,178,,5638484113,56,Center,5638484115,140,70.8,5638484119,212,15.4,5638484117,141,56.1,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798667971,436,1,2,56,22,dt4pinj0vw0t0cvz7za6mhmzy,1,31.8,39.2,2025-04-09T20:14:20.136Z,2025-04-10T05:18:00Z,5638484153,140,7.8,5639063227,178,,5638484159,213,2.86,5638484155,141,49.9,5638484151,56,Back,5638484157,212,26.2,,,,,,,cl6720rdjeubt0bc3su0qg3qh,J. Ryerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798667973,437,49,2,56,23,dt4pinj0vw0t0cvz7za6mhmzy,1,7.8,49.9,2025-04-09T20:14:21.036Z,2025-04-10T05:18:03Z,,,,,,,,,,,,,,,,,,,,,,,,,9rjd95oqotnalxmv56v7p1r6d,G. Kobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798667997,438,1,2,56,25,dt4pinj0vw0t0cvz7za6mhmzy,0,7.9,57.2,2025-04-09T20:14:23.386Z,2025-04-10T05:18:07Z,5638484309,56,Back,5639063245,178,,5638484313,141,82.8,5638484307,157,,5638484311,140,43.8,5638484317,213,0.43,5638484319,1,,5638484315,212,41.5,9rjd95oqotnalxmv56v7p1r6d,G. Kobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
