id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/16/value,qualifier/18/value,qualifier/19/value,teamName
2798648583,22,7,1,1,49,dt4pinj0vw0t0cvz7za6mhmzy,0,16.7,73,2025-04-09T19:03:04.697Z,2025-04-10T04:42:09Z,5638373175,56,Back,5638605213,385,,5638373177,285,,5638373205,233,29,5639057373,178,,,,,,,,,,,7lai6ovwsl01gonutejt4mms5,E. Can,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798648893,40,61,1,1,49,agh9ifb2mw3ivjusgedj7c3fe,1,84.6,26.8,2025-04-09T19:03:04.774Z,2025-04-10T04:42:34Z,5638374945,56,Center,5639057415,178,,,,,,,,,,,,,,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798648597,23,12,1,1,51,dt4pinj0vw0t0cvz7za6mhmzy,1,11.4,79.7,2025-04-09T19:03:06.551Z,2025-04-10T04:42:40Z,5638373243,141,100,5638373239,56,Back,5638373285,167,,5638373245,212,14.6,5639057423,178,,5638373241,140,15.1,5638373247,213,1.3,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798648603,24,5,1,1,52,dt4pinj0vw0t0cvz7za6mhmzy,0,15.9,101,2025-04-09T19:03:07.882Z,2025-04-10T04:42:41Z,5638373277,347,,5638373275,56,Back,5638373925,233,30,,,,,,,,,,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798648729,30,5,1,1,52,agh9ifb2mw3ivjusgedj7c3fe,1,84.1,-1,2025-04-09T19:03:07.882Z,2025-04-10T04:42:42Z,5638373907,56,Right,5638373921,233,24,5638373909,347,,,,,,,,,,,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798648739,31,1,1,2,17,agh9ifb2mw3ivjusgedj7c3fe,1,81.3,0,2025-04-09T19:03:32.394Z,2025-04-10T04:42:47Z,5638373985,140,60,5638373989,212,22.9,5638373981,107,,5638373991,213,2.93,5638373987,141,5.2,5638373983,56,Right,5638373993,1,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798648763,32,1,1,2,20,agh9ifb2mw3ivjusgedj7c3fe,1,59.8,5.8,2025-04-09T19:03:35.510Z,2025-04-10T04:42:53Z,5638374153,140,52.5,5638374161,1,,5638374155,141,56,5638374159,213,1.79,5638374157,212,35,5639057447,178,,5638374151,56,Center,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798648773,33,1,1,2,25,agh9ifb2mw3ivjusgedj7c3fe,1,58.6,66.6,2025-04-09T19:03:40.366Z,2025-04-10T04:43:00Z,5638374201,141,95,5638374197,56,Left,5638374205,213,1.03,5638374203,212,22.6,5638374199,140,69.7,5639057461,178,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798648779,34,1,1,2,28,agh9ifb2mw3ivjusgedj7c3fe,1,67.3,92.9,2025-04-09T19:03:43.944Z,2025-04-10T04:43:03Z,5638374279,141,79.9,5638374275,56,Left,5638374281,212,12.4,5638374277,140,59,5638374283,213,3.93,5639057469,178,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798648795,35,1,1,2,31,agh9ifb2mw3ivjusgedj7c3fe,1,57.7,76.4,2025-04-09T19:03:46.691Z,2025-04-10T04:43:05Z,5638374373,141,95,5639057477,178,,5638374375,212,22.4,5638374369,56,Left,5638374377,213,0.6,5638374371,140,75.3,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798648799,36,1,1,2,34,agh9ifb2mw3ivjusgedj7c3fe,1,76.1,94.2,2025-04-09T19:03:49.033Z,2025-04-10T04:43:16Z,5638374403,213,4.77,5638374397,140,76.5,5638374395,56,Left,5638374399,141,84.1,5639057497,178,,5638374401,212,6.9,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798648809,37,1,1,2,35,agh9ifb2mw3ivjusgedj7c3fe,1,77.1,83.8,2025-04-09T19:03:50.280Z,2025-04-10T04:43:20Z,5638374473,212,12.9,5639057507,178,,5638374469,140,89.3,5638374475,213,0.12,5638374467,56,Left,5638374471,141,86,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798648821,38,1,1,2,37,agh9ifb2mw3ivjusgedj7c3fe,0,94.2,77.3,2025-04-09T19:03:52.025Z,2025-04-10T04:43:23Z,5639057511,178,,5638374559,2,,5638374563,56,Center,5638610395,224,,5638374567,141,51.9,5638374571,213,4.65,5638610397,72,,5638374565,140,93.2,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,5638374569,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798648835,25,12,1,2,37,dt4pinj0vw0t0cvz7za6mhmzy,1,9.4,54.5,2025-04-09T19:03:52.906Z,2025-04-10T04:43:27Z,5638374631,56,Back,5638374669,167,,5638374637,212,12.7,5638374635,141,46.7,5638374639,213,3.57,5638374633,140,0,5639057523,178,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798648845,26,6,1,2,38,dt4pinj0vw0t0cvz7za6mhmzy,0,0,41.4,2025-04-09T19:03:53.345Z,2025-04-10T04:43:30Z,5638374719,73,,5638374717,56,Back,5638374735,233,39,,,,,,,,,,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798648841,39,6,1,2,38,agh9ifb2mw3ivjusgedj7c3fe,1,100,58.6,2025-04-09T19:03:53.345Z,2025-04-10T04:43:30Z,5638374699,56,Center,5638374721,233,26,5638374701,73,,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798649017,41,1,1,3,9,agh9ifb2mw3ivjusgedj7c3fe,0,99.5,99.5,2025-04-09T19:04:24.367Z,2025-04-10T04:43:36Z,5638375663,345,,5638375563,2,,5638375577,212,45.2,5638375571,56,Center,5638375565,6,,5638375579,213,4.75,5638610821,20,,5638375583,1,,cjll1xrw3xulnl23c9tlf6rys,Fermín López,5638375573,140,100,5639057551,178,5638375567,155,5638375575,141,33.1,5638375569,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798649073,27,5,1,3,12,dt4pinj0vw0t0cvz7za6mhmzy,1,-1,70.3,2025-04-09T19:04:27.497Z,2025-04-10T04:43:37Z,5638375897,56,Back,5638375899,346,,5638375937,233,42,,,,,,,,,,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798649041,42,5,1,3,12,agh9ifb2mw3ivjusgedj7c3fe,0,101,29.7,2025-04-09T19:04:27.497Z,2025-04-10T04:43:37Z,5638375655,56,Center,5638375945,233,27,5638375657,346,,,,,,,,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermín López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798649093,28,1,1,3,21,dt4pinj0vw0t0cvz7za6mhmzy,1,3.9,53.7,2025-04-09T19:04:36.222Z,2025-04-10T04:43:39Z,5638376029,213,5.25,5638376025,141,30.2,5638376027,212,18.6,5638376021,56,Back,5638376033,237,,5638376023,140,12.9,5638376019,124,,5638574713,189,,9rjd95oqotnalxmv56v7p1r6d,G. Kobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798649109,29,1,1,3,27,dt4pinj0vw0t0cvz7za6mhmzy,1,16.7,37,2025-04-09T19:04:42.407Z,2025-04-10T04:43:46Z,5638376133,212,21.8,5639057583,178,,5638376129,140,11.4,5638376135,213,1.83,5638376127,56,Back,5638376131,141,68,,,,,,,7lai6ovwsl01gonutejt4mms5,E. Can,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798649125,30,1,1,3,29,dt4pinj0vw0t0cvz7za6mhmzy,1,11.4,68,2025-04-09T19:04:44.313Z,2025-04-10T04:44:11Z,5638376243,140,16.3,5639057621,178,,5638376249,213,1.23,5638376245,141,89.3,5638376247,212,15.4,5638376241,56,Back,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798649137,31,1,1,3,31,dt4pinj0vw0t0cvz7za6mhmzy,1,18.5,90.2,2025-04-09T19:04:46.519Z,2025-04-10T04:44:15Z,5638376311,212,15.2,5638376307,140,32.9,5638376313,213,0.1,5639057625,178,,5638376305,56,Back,5638376309,141,92.4,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798649153,32,1,1,3,33,dt4pinj0vw0t0cvz7za6mhmzy,0,30,91.8,2025-04-09T19:04:48.180Z,2025-04-10T04:44:17Z,5638376397,141,90.3,5639057629,178,,5638376391,168,,5638376395,140,41.3,5638376399,212,11.9,5638376401,213,6.2,5638376393,56,Back,,,,ebj6t5jqzixrnww1z7qofznu2,K. Adeyemi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798649155,43,49,1,3,35,agh9ifb2mw3ivjusgedj7c3fe,1,54.1,8.5,2025-04-09T19:04:50.886Z,2025-04-10T04:44:31Z,,,,,,,,,,,,,,,,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798649193,44,1,1,3,35,agh9ifb2mw3ivjusgedj7c3fe,1,54.1,8.5,2025-04-09T19:04:50.903Z,2025-04-10T04:44:34Z,5638376593,141,22.5,5639057635,178,,5638376589,56,Center,5638376595,212,14.9,5638376597,213,0.69,5638376591,140,65,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798649195,45,4,1,3,38,agh9ifb2mw3ivjusgedj7c3fe,1,62.8,22.6,2025-04-09T19:04:53.801Z,2025-04-10T04:44:38Z,5638376611,152,,5638376615,286,,5638376705,233,33,5638376609,56,Center,5638376607,13,,5638376613,265,,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798649205,33,4,1,3,38,dt4pinj0vw0t0cvz7za6mhmzy,0,37.2,77.4,2025-04-09T19:04:53.802Z,2025-04-10T04:44:37Z,5638376715,233,45,5638376681,265,,5638376677,56,Back,5638376679,152,,5638376675,13,,5639057639,178,,5638376683,285,,,,,5ql70wwevaoqpxabylew5f696,C. Chukwuemeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798649271,46,1,1,3,45,agh9ifb2mw3ivjusgedj7c3fe,1,62.4,22.7,2025-04-09T19:05:00.575Z,2025-04-10T04:44:39Z,5639057645,178,,5638454505,189,,5638376925,212,7.9,5638376915,5,,5638376923,141,29.4,5638376921,140,56.3,5638376927,213,2.52,5638376919,56,Center,4ftlhtels58lyzfluwofzwxuy,Pedri,5638376917,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798649289,47,1,1,3,48,agh9ifb2mw3ivjusgedj7c3fe,1,55.6,30,2025-04-09T19:05:03.495Z,2025-04-10T04:45:35Z,5638377029,213,1.69,5638377025,141,57.5,5638377027,212,18.8,5639057699,178,,5638377021,56,Center,5638377023,140,53.5,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798649303,48,1,1,3,52,agh9ifb2mw3ivjusgedj7c3fe,1,54.5,68.4,2025-04-09T19:05:07.685Z,2025-04-10T04:45:38Z,5638377111,213,0.39,5638377103,56,Center,5638377107,141,74.5,5638377109,212,11,5638377105,140,64.2,5639057713,178,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798649307,49,1,1,3,53,agh9ifb2mw3ivjusgedj7c3fe,1,64.2,74.5,2025-04-09T19:05:08.610Z,2025-04-10T04:45:41Z,5639057721,178,,5638377125,212,4.2,5638377127,213,5.72,5638377121,140,67.6,5638454611,168,,5638377123,141,71.2,5638377119,56,Center,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798649313,50,1,1,3,54,agh9ifb2mw3ivjusgedj7c3fe,0,67.6,71.2,2025-04-09T19:05:09.355Z,2025-04-10T04:45:46Z,5639057729,178,,5638377143,56,Left,5638377147,141,82.1,5638377151,213,0.96,5638377149,212,9,5638377145,140,72.5,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798649331,34,49,1,3,55,dt4pinj0vw0t0cvz7za6mhmzy,1,30.2,20.6,2025-04-09T19:05:10.122Z,2025-04-10T04:45:53Z,,,,,,,,,,,,,,,,,,,,,,,,,c2mwg1uhug0pbgl72uf9b927e,J. Gittens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798649345,35,1,1,3,56,dt4pinj0vw0t0cvz7za6mhmzy,1,30.2,20.6,2025-04-09T19:05:11.685Z,2025-04-10T04:45:57Z,5639057757,178,,5638377305,212,14.5,5638377307,213,5.88,5638377299,56,Back,5638377301,140,42.9,5638377303,141,12.2,,,,,,,c2mwg1uhug0pbgl72uf9b927e,J. Gittens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798649361,36,1,1,3,59,dt4pinj0vw0t0cvz7za6mhmzy,0,42.9,12.2,2025-04-09T19:05:14.053Z,2025-04-10T04:45:59Z,5639057773,178,,5638377385,141,28.7,5638377389,213,0.76,5638377387,212,16.3,5638377381,56,Center,5638377383,140,54.2,,,,,,,f4qcgzveslklfi8601tep77x1,J. Brandt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798649351,51,8,1,3,59,agh9ifb2mw3ivjusgedj7c3fe,1,54,73.8,2025-04-09T19:05:14.926Z,2025-04-10T04:46:09Z,5638377327,56,Center,5638611751,384,,5639057797,178,,,,,,,,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798649363,52,49,1,4,0,agh9ifb2mw3ivjusgedj7c3fe,1,41.2,84.1,2025-04-09T19:05:15.983Z,2025-04-10T04:46:29Z,,,,,,,,,,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798649413,53,1,1,4,2,agh9ifb2mw3ivjusgedj7c3fe,1,39,85.9,2025-04-09T19:05:17.388Z,2025-04-10T04:46:32Z,5638377693,213,0.52,5639057855,178,,5638377685,56,Back,5638377689,141,92.1,5638377691,212,8.5,5638377687,140,46,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798649423,54,1,1,4,8,agh9ifb2mw3ivjusgedj7c3fe,1,63.8,85,2025-04-09T19:05:23.342Z,2025-04-10T04:46:35Z,5639057871,178,,5638377727,140,70.8,5638377731,212,11.3,5638377729,141,72.3,5638377725,56,Center,5638377733,213,5.42,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798649425,55,1,1,4,9,agh9ifb2mw3ivjusgedj7c3fe,1,70.8,72.3,2025-04-09T19:05:24.164Z,2025-04-10T04:46:40Z,5638377745,213,4.06,5638377749,156,,5638377741,141,62.1,5638377739,140,65.8,5638377743,212,8.7,5639057881,178,,5638377737,56,Center,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798649451,56,1,1,4,10,agh9ifb2mw3ivjusgedj7c3fe,1,65.8,62.1,2025-04-09T19:05:25.756Z,2025-04-10T04:46:44Z,5638377903,213,5.27,5638377899,141,29.1,5638377895,56,Center,5638377901,212,26.4,5639057901,178,,5638379401,210,15,5638377897,140,79.1,,,,cjll1xrw3xulnl23c9tlf6rys,Fermín López,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798649453,57,15,1,4,14,agh9ifb2mw3ivjusgedj7c3fe,1,88.1,38.5,2025-04-09T19:05:29.398Z,2025-04-10T04:46:48Z,5639057917,178,,5638377911,56,Center,5638379423,29,,5638379437,146,97.6,5638379431,102,49.8,5638379419,121,,5638377907,22,,5638379449,233,37,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,5638379439,147,46.8,5638379417,72,5638379433,103,5638379427,55,56,5638379421,78,,15.2,5638378657,17,5638379435,215,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798649459,37,10,1,4,14,dt4pinj0vw0t0cvz7za6mhmzy,1,2.2,50.7,2025-04-09T19:05:29.878Z,2025-04-10T04:46:50Z,5638377961,56,Back,5638378255,179,,5638379469,233,57,5638377955,173,,5638612465,377,,5638377959,182,,,,,,,,9rjd95oqotnalxmv56v7p1r6d,G. Kobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798649477,38,1,1,4,16,dt4pinj0vw0t0cvz7za6mhmzy,1,17.1,41.6,2025-04-09T19:05:31.570Z,2025-04-10T04:46:56Z,5638378061,213,3.79,5639057949,178,,5638378053,56,Back,5638378057,141,33.1,5638378059,212,9.6,5638378055,140,9.8,,,,,,,f4qcgzveslklfi8601tep77x1,J. Brandt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798649513,39,12,1,4,17,dt4pinj0vw0t0cvz7za6mhmzy,1,9.8,33.1,2025-04-09T19:05:32.037Z,2025-04-10T04:47:03Z,5638378253,213,5.72,5639057961,178,,5638378247,140,29.8,5638378251,212,24.9,5638378245,56,Back,5638378249,141,13.4,,,,,,,c2mwg1uhug0pbgl72uf9b927e,J. Gittens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798649529,58,1,1,4,22,agh9ifb2mw3ivjusgedj7c3fe,1,73,81.7,2025-04-09T19:05:37.849Z,2025-04-10T04:47:27Z,5638378317,141,74.2,5638378315,140,72.1,5638378319,212,5.2,5639058037,178,,5638378321,213,4.53,5638378313,56,Center,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798649535,59,61,1,4,25,agh9ifb2mw3ivjusgedj7c3fe,0,81.2,73.5,2025-04-09T19:05:40.519Z,2025-04-10T04:47:38Z,5639058049,178,,5638378341,56,Center,,,,,,,,,,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermín López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798649547,40,49,1,4,26,dt4pinj0vw0t0cvz7za6mhmzy,1,20.2,33.7,2025-04-09T19:05:41.485Z,2025-04-10T04:47:40Z,,,,,,,,,,,,,,,,,,,,,,,,,cl6720rdjeubt0bc3su0qg3qh,J. Ryerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798649555,41,1,1,4,27,dt4pinj0vw0t0cvz7za6mhmzy,1,20.2,33.7,2025-04-09T19:05:42.707Z,2025-04-10T04:47:44Z,5638378439,212,9.9,5638378435,140,28,5639058063,178,,5638378431,56,Back,5638378437,141,41.8,5638378441,213,0.59,,,,,,,cl6720rdjeubt0bc3su0qg3qh,J. Ryerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798649583,42,1,1,4,29,dt4pinj0vw0t0cvz7za6mhmzy,1,28.1,41.9,2025-04-09T19:05:44.667Z,2025-04-10T04:47:48Z,5638378601,212,10.8,5639058079,178,,5638378595,56,Back,5638378599,141,44,5638378597,140,17.9,5638378603,213,3.01,,,,,,,bmrdtenqr84jt4gmw6i7wez11,S. Guirassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798649613,43,1,1,4,30,dt4pinj0vw0t0cvz7za6mhmzy,0,17.9,44,2025-04-09T19:05:45.476Z,2025-04-10T04:47:50Z,5638378711,212,56.7,5638378703,155,,5638378715,1,,5639058083,178,,5638378705,56,Left,5638378709,141,88.5,5638378707,140,63.6,5638378713,213,0.56,7lai6ovwsl01gonutejt4mms5,E. Can,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borussia Dortmund
2798649607,60,49,1,4,35,agh9ifb2mw3ivjusgedj7c3fe,1,36.1,8.2,2025-04-09T19:05:50.479Z,2025-04-10T04:47:55Z,,,,,,,,,,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798649649,61,1,1,4,35,agh9ifb2mw3ivjusgedj7c3fe,1,36.1,8.2,2025-04-09T19:05:50.519Z,2025-04-10T04:47:56Z,5638378925,141,6.1,5639058109,178,,5638378929,213,6.21,5638378921,56,Right,5638378927,212,19.6,5638378923,140,54.7,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798649667,62,1,1,4,42,agh9ifb2mw3ivjusgedj7c3fe,1,55.7,6.8,2025-04-09T19:05:57.547Z,2025-04-10T04:48:01Z,5638379025,213,2.75,5639058115,178,,5638379021,141,14.4,5638379017,56,Back,5638379023,212,13.4,5638379019,140,43.9,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798649693,63,1,1,4,45,agh9ifb2mw3ivjusgedj7c3fe,1,40.6,20.4,2025-04-09T19:06:00.043Z,2025-04-10T04:48:05Z,5638379209,56,Back,5638379213,141,58.4,5638379217,213,1.85,5638379211,140,33.6,5638379215,212,26.9,5639058125,178,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798649717,64,1,1,4,50,agh9ifb2mw3ivjusgedj7c3fe,1,39.1,69.4,2025-04-09T19:06:05.320Z,2025-04-10T04:48:07Z,5638379331,56,Left,5638379337,212,20.8,5638379339,213,0.74,5638379335,141,90,5639058147,178,,5638379333,140,53.7,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798649747,65,1,1,4,53,agh9ifb2mw3ivjusgedj7c3fe,1,53.7,90,2025-04-09T19:06:08.554Z,2025-04-10T04:48:10Z,5639058151,178,,5638379535,140,38,5638379539,212,18.1,5638379537,141,79.1,5638379533,56,Back,5638379541,213,3.56,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798649775,66,1,1,4,57,agh9ifb2mw3ivjusgedj7c3fe,1,44.2,74.8,2025-04-09T19:06:12.930Z,2025-04-10T04:48:14Z,5639058159,178,,5638379675,56,Center,5638379679,141,66.6,5638379681,212,11.1,5638379677,140,53.3,5638379683,213,5.75,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2798649791,67,1,1,5,2,agh9ifb2mw3ivjusgedj7c3fe,1,48.6,66.7,2025-04-09T19:06:17.641Z,2025-04-10T04:48:18Z,5639058171,178,,5638379753,140,54.5,5638379757,212,11.2,5638379751,56,Left,5638379759,213,0.99,5638379755,141,80.5,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
