id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value,assist,teamName
2784381663,435,2,1,42,2,agh9ifb2mw3ivjusgedj7c3fe,1,37.7,14.1,2025-03-05T20:42:38.287Z,2025-03-05T23:21:58Z,5560090913,56,Right,5560090911,7,abr79wsl0folgkyvl821ggs2c,5560090889,140,56,5560090891,141,9.2,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784381659,332,55,1,42,2,9ldqu49smv1xg2va0n2cy28zl,1,45.3,50.5,2025-03-05T20:42:38.288Z,2025-03-05T23:22:05Z,,,,,,,,,,,,,,,,,,,,,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784381763,334,1,1,42,17,9ldqu49smv1xg2va0n2cy28zl,1,39.5,76.5,2025-03-05T20:42:53.871Z,2025-03-05T23:22:22Z,5560096665,189,,5560091375,213,4.95,5560091367,56,Back,5560091371,141,46.2,5560091365,241,,5560091369,140,44.2,5560091363,5,,5560091373,212,21.2,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784381775,335,1,1,42,21,9ldqu49smv1xg2va0n2cy28zl,1,54.3,31.3,2025-03-05T20:42:57.847Z,2025-03-05T23:22:26Z,5560096647,189,,5560091443,141,25.6,5560091445,212,9.6,5560091447,213,5.87,5560091439,56,Center,5560091441,140,62.7,,,,,,,4dh4ws8ehn6uywozt6ygczs2d,F. Aursnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784381783,336,1,1,42,23,9ldqu49smv1xg2va0n2cy28zl,1,65.2,19.7,2025-03-05T20:42:59.911Z,2025-03-05T23:22:31Z,5560091485,213,4.16,5560091481,141,7.8,5560091477,56,Right,5560091483,212,9.5,5560091479,140,60.5,,,,,,,,,,2z9h8lozjzxk4ah6ysho9hotl,K. Aktürkoğlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784381791,337,1,1,42,26,9ldqu49smv1xg2va0n2cy28zl,1,61.5,8.2,2025-03-05T20:43:02.071Z,2025-03-05T23:22:38Z,5560091527,56,Center,5560091533,212,11.9,5560091531,141,24.8,5560091529,140,58,5560091535,213,1.89,,,,,,,,,,as0t8xi6k6nl4l06g23u3jcru,Tomás Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784381815,338,1,1,42,27,9ldqu49smv1xg2va0n2cy28zl,1,60.7,31.2,2025-03-05T20:43:03.743Z,2025-03-05T20:43:09Z,5560091691,56,Center,5560091697,212,18.4,5560091695,141,56.3,5560091699,213,1.96,5560091693,140,54.1,,,,,,,,,,4dh4ws8ehn6uywozt6ygczs2d,F. Aursnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784381831,339,1,1,42,33,9ldqu49smv1xg2va0n2cy28zl,1,58.8,62.9,2025-03-05T20:43:09.240Z,2025-03-05T20:43:11Z,5560091777,213,1.29,5560091769,56,Left,5560091771,140,62.9,5560091773,141,84.7,5560091775,212,15.4,,,,,,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784381865,340,1,1,42,35,9ldqu49smv1xg2va0n2cy28zl,1,63,86.4,2025-03-05T20:43:11.551Z,2025-03-05T20:43:18Z,5560091943,56,Left,5560091949,212,12,5560091945,140,74,5560091947,141,91.3,5560091951,213,0.28,,,,,,,,,,a4kw8u4dqsslfwe1ux08lbmc,Álvaro Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784381875,341,1,1,42,42,9ldqu49smv1xg2va0n2cy28zl,1,88.5,85.2,2025-03-05T20:43:18.648Z,2025-03-05T23:22:51Z,5560092017,155,,5560092019,56,Center,5560092015,2,,5560285525,20,,5560092025,212,18.2,5560104595,154,,5560092027,213,4.87,5560092021,140,91.2,f4p22zbcs9l5dwhvqg6wstmcq,A. Schjelderup,1,5560104593,210,13,5560092023,141,58.7,5560285523,223,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784381887,342,13,1,42,43,9ldqu49smv1xg2va0n2cy28zl,1,90.6,56.5,2025-03-05T20:43:19.839Z,2025-03-05T23:23:06Z,5560120125,391,,5560120127,153,,5560104063,17,,5560104619,230,98.5,5560104615,146,93.6,5560104617,147,46,5560104061,22,,5560104621,231,52.2,l469vtpe0jbgg5sq1v2e67e1,L. Barreiro,1,5560104609,103,6.9,5560104607,102,1.2,5560104603,55,5560120119,233,475,5560104439,72,341,,5560104613,328,,5560092111,56,Center,5560120123,75,5560104611,108,,,5560104601,154,5560104599,29,,,,Benfica
2784381891,343,15,1,42,45,9ldqu49smv1xg2va0n2cy28zl,1,91.7,47,2025-03-05T20:43:21.655Z,2025-03-05T23:23:40Z,5560092673,147,49.1,5560120281,29,,5560092387,17,,5560092129,56,Center,5560092125,22,,5560286959,81,,5560092667,102,47.4,5560092205,328,,2z9h8lozjzxk4ah6ysho9hotl,K. Aktürkoğlu,,5560092671,146,98.6,5560106529,214,,5560092677,233,5560120283,55,342,5560092201,15,436,,5560092669,103,22.8,,,,,,,,,,,,,,,,,Benfica
2784381883,436,10,1,42,45,agh9ifb2mw3ivjusgedj7c3fe,1,3,52.4,2025-03-05T20:43:21.755Z,2025-03-06T01:45:39Z,5560092089,56,Back,5560092419,174,,5560092423,21,,5560286315,378,,5560092699,233,343,5560092421,181,,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784383961,475,43,1,42,46,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-03-05T20:43:21.939Z,2025-03-05T21:07:55Z,5560119855,144,10,5560104647,233,342,5560103933,56,Back,5560103931,94,0,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784381889,437,61,1,42,46,agh9ifb2mw3ivjusgedj7c3fe,1,3.6,53.2,2025-03-05T20:43:22.207Z,2025-03-05T23:23:47Z,5560092123,56,Back,,,,,,,,,,,,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784381895,438,52,1,42,46,agh9ifb2mw3ivjusgedj7c3fe,1,3.9,52.5,2025-03-05T20:43:22.423Z,2025-03-05T23:23:51Z,5560287265,376,,,,,,,,,,,,,,,,,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784382519,455,80,1,43,0,agh9ifb2mw3ivjusgedj7c3fe,0,13.7,55.5,2025-03-05T20:43:36.550Z,2025-03-05T20:45:34Z,5560095755,189,,,,,,,,,,,,,,,,,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784381979,439,1,1,43,6,agh9ifb2mw3ivjusgedj7c3fe,0,13.1,47.5,2025-03-05T20:43:42.399Z,2025-03-05T20:45:39Z,5560092721,1,,5560092625,141,7.7,5560092629,212,52.5,5560092617,56,Right,5560092631,213,5.74,5560092621,140,55.9,5560095831,155,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784381999,345,61,1,43,10,9ldqu49smv1xg2va0n2cy28zl,0,45.1,92.2,2025-03-05T20:43:46.248Z,2025-03-05T23:24:04Z,5560092757,56,Back,,,,,,,,,,,,,,,,,,,,,,a4kw8u4dqsslfwe1ux08lbmc,Álvaro Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784381997,344,43,1,43,10,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2025-03-05T20:43:46.607Z,2025-03-05T20:43:50Z,5560092753,56,Back,5560092857,144,45,5560092755,285,0,,,,,,,,,,,,,,,,a4kw8u4dqsslfwe1ux08lbmc,Álvaro Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784382005,346,5,1,43,11,9ldqu49smv1xg2va0n2cy28zl,0,44.6,101.7,2025-03-05T20:43:47.063Z,2025-03-05T23:24:05Z,5560092781,347,,5560092779,56,Back,5560093303,233,440,,,,,,,,,,,,,,,,a4kw8u4dqsslfwe1ux08lbmc,Álvaro Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784382089,440,5,1,43,11,agh9ifb2mw3ivjusgedj7c3fe,1,55.4,-1.7,2025-03-05T20:43:47.063Z,2025-03-06T01:46:02Z,5560093299,233,346,5560093275,347,,5560093273,56,Right,,,,,,,,,,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784382101,441,1,1,43,29,agh9ifb2mw3ivjusgedj7c3fe,1,54.7,0,2025-03-05T20:44:05.887Z,2025-03-05T20:44:08Z,5560093365,212,17.6,5560093359,56,Center,5560093361,140,56.5,5560093357,107,,5560093363,141,25.1,5560093367,213,1.46,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784382107,442,1,1,43,31,agh9ifb2mw3ivjusgedj7c3fe,1,56.5,25.1,2025-03-05T20:44:07.919Z,2025-03-05T20:44:09Z,5560093403,212,9.2,5560093401,141,35.2,5560093399,140,62.4,5560093405,213,0.84,5560093397,56,Center,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784382111,443,1,1,43,33,agh9ifb2mw3ivjusgedj7c3fe,1,62.4,35.2,2025-03-05T20:44:08.974Z,2025-03-05T20:44:10Z,5560093423,140,63.3,5560093425,141,26.5,5560093429,213,4.87,5560093421,56,Center,5560093427,212,6,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784382143,444,1,1,43,34,agh9ifb2mw3ivjusgedj7c3fe,1,64.3,29,2025-03-05T20:44:10.446Z,2025-03-05T20:44:22Z,5560093581,141,75.5,5560093587,1,,5560093585,213,1.25,5560093795,210,13,5560093575,155,,5560093583,212,33.3,5560093579,140,74.3,5560093577,56,Center,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784382149,445,13,1,43,38,agh9ifb2mw3ivjusgedj7c3fe,1,80,61.7,2025-03-05T20:44:14.479Z,2025-03-05T23:25:04Z,5560093837,103,80.6,5560093831,55,444,5560093839,215,,5560093835,102,45.9,5560093841,230,98.1,5560093705,20,,5560093599,56,Center,5560093827,74,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,5560093595,22,,5560093829,29,,5560093597,18,5560093843,231,50.9,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784382189,347,5,1,43,39,9ldqu49smv1xg2va0n2cy28zl,1,-0.7,50.5,2025-03-05T20:44:15.879Z,2025-03-05T23:24:36Z,5560093789,346,,5560093801,233,446,5560093787,56,Back,,,,,,,,,,,,,,,,as0t8xi6k6nl4l06g23u3jcru,Tomás Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784382165,446,5,1,43,39,agh9ifb2mw3ivjusgedj7c3fe,0,100.7,49.5,2025-03-05T20:44:15.879Z,2025-03-05T23:24:37Z,5560093677,56,Center,5560093853,233,347,5560093679,346,,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784382223,348,1,1,43,48,9ldqu49smv1xg2va0n2cy28zl,1,4.9,51.7,2025-03-05T20:44:24.558Z,2025-03-05T23:25:07Z,5560094005,56,Back,5560094021,189,,5560094009,141,54.2,5560094013,213,0.09,5560094007,140,23.7,5560094017,237,,5560094003,124,,5560094011,212,19.8,3i53phcjc5vwe7i0m9pqjo3fu,A. Trubin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784382241,349,1,1,43,53,9ldqu49smv1xg2va0n2cy28zl,1,23.7,54.2,2025-03-05T20:44:29.225Z,2025-03-05T20:44:34Z,5560094125,212,35,5560094127,213,5.26,5560094121,140,41.1,5560094117,155,,5560094119,56,Back,5560094123,141,10.3,5560094131,1,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784382253,350,1,1,43,58,9ldqu49smv1xg2va0n2cy28zl,0,65.8,12.9,2025-03-05T20:44:34.335Z,2025-03-05T23:25:24Z,5560094205,140,75.8,5560094209,212,16.3,5560094203,56,Center,5560094207,141,31.3,5560094213,213,0.87,,,,,,,,,,as0t8xi6k6nl4l06g23u3jcru,Tomás Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784382259,447,1,1,44,0,agh9ifb2mw3ivjusgedj7c3fe,1,24.3,65.7,2025-03-05T20:44:36.382Z,2025-03-05T20:44:37Z,5560094243,141,74.3,5560094241,140,30.5,5560094239,56,Back,5560094247,213,0.73,5560094245,212,8.8,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784382261,448,49,1,44,1,agh9ifb2mw3ivjusgedj7c3fe,1,30.6,74,2025-03-05T20:44:37.598Z,2025-03-05T20:44:37Z,,,,,,,,,,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784382263,449,1,1,44,1,agh9ifb2mw3ivjusgedj7c3fe,1,30.6,74,2025-03-05T20:44:37.774Z,2025-03-05T20:44:38Z,5560094257,212,9.4,5560094251,56,Back,5560094259,213,2.53,5560094255,141,81.9,5560094253,140,23.3,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784382267,450,1,1,44,2,agh9ifb2mw3ivjusgedj7c3fe,1,23.3,81.9,2025-03-05T20:44:38.430Z,2025-03-05T20:44:39Z,5560094275,212,8.6,5560094271,140,27.1,5560094273,141,70.7,5560094277,213,5.19,5560094269,56,Back,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784382277,451,1,1,44,3,agh9ifb2mw3ivjusgedj7c3fe,1,27.1,70.7,2025-03-05T20:44:39.710Z,2025-03-05T20:44:42Z,5560094319,56,Back,5560094327,213,0.98,5560094323,141,87.9,5560094321,140,34.5,5560094325,212,14,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784382283,452,1,1,44,6,agh9ifb2mw3ivjusgedj7c3fe,1,34.5,87.9,2025-03-05T20:44:41.983Z,2025-03-05T20:44:43Z,5560094369,140,29.4,5560094375,141,77.9,5560094383,213,4.05,5560094367,56,Back,5560094379,212,8.7,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784382289,453,1,1,44,7,agh9ifb2mw3ivjusgedj7c3fe,0,29.4,77.9,2025-03-05T20:44:43.743Z,2025-03-05T20:44:44Z,5560094403,56,Back,5560094411,212,10,5560094407,140,38.1,5560094413,213,0.41,5560094409,141,83.7,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784382307,352,49,1,44,8,9ldqu49smv1xg2va0n2cy28zl,1,64.7,24.9,2025-03-05T20:44:44.382Z,2025-03-05T23:27:04Z,,,,,,,,,,,,,,,,,,,,,,,,,as0t8xi6k6nl4l06g23u3jcru,Tomás Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784382297,351,43,1,44,8,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2025-03-05T20:44:44.487Z,2025-03-05T23:27:02Z,5560292947,144,8,5560094443,56,Center,,,,,,,,,,,,,,,,,,,as0t8xi6k6nl4l06g23u3jcru,Tomás Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784382339,353,1,1,44,9,9ldqu49smv1xg2va0n2cy28zl,0,64,26,2025-03-05T20:44:45.718Z,2025-03-05T20:45:39Z,5560094657,56,Center,5560094661,141,38.1,5560094663,212,11.4,5560094665,213,0.81,5560094659,140,71.5,,,,,,,,,,as0t8xi6k6nl4l06g23u3jcru,Tomás Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784382337,454,4,1,44,11,agh9ifb2mw3ivjusgedj7c3fe,1,30.3,66.2,2025-03-05T20:44:47.846Z,2025-03-05T23:27:15Z,5560094649,56,Back,5560094655,285,,5560094647,13,,5560094651,152,,5560094807,233,354,5560094653,265,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784382347,354,4,1,44,11,9ldqu49smv1xg2va0n2cy28zl,0,69.7,33.8,2025-03-05T20:44:47.847Z,2025-03-05T23:27:13Z,5560094859,233,454,5560094771,13,,5560094777,265,,5560094775,152,,5560094779,286,,5560096007,55,355,5560094773,56,Center,,,,l469vtpe0jbgg5sq1v2e67e1,L. Barreiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784382479,355,17,1,44,31,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2025-03-05T20:45:07.831Z,2025-03-05T23:27:48Z,5560095579,55,354,5560095575,392,,5560095577,13,243,5560095573,31,,,,,,,,,,,,,,l469vtpe0jbgg5sq1v2e67e1,L. Barreiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784383287,358,70,1,45,0,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2025-03-05T20:45:36.873Z,2025-03-05T20:48:04Z,5560099695,277,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784382685,356,27,1,45,14,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2025-03-05T20:45:49.991Z,2025-03-05T21:06:21Z,5560118257,233,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784382625,456,27,1,45,14,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-03-05T20:45:49.991Z,2025-03-05T21:06:23Z,5560118291,233,356,5560096105,53,cd5napttmwk5o9gxw3cbb4ted,5560096103,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784383321,359,28,1,46,45,9ldqu49smv1xg2va0n2cy28zl,1,0,0,2025-03-05T20:47:21.750Z,2025-03-05T23:28:27Z,5560099845,55,356,5560118295,233,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784383167,457,28,1,46,45,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-03-05T20:47:21.750Z,2025-03-05T23:28:29Z,5560118331,233,359,5560099115,55,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784383183,458,17,1,46,58,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-03-05T20:47:34.245Z,2025-03-05T20:48:16Z,5560099639,31,,5560099641,184,,,,,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784383437,459,1,1,47,39,agh9ifb2mw3ivjusgedj7c3fe,1,31.1,71,2025-03-05T20:48:15.893Z,2025-03-05T23:28:33Z,5560100385,152,,5560100397,1,,5560100391,141,21.7,5560100389,140,68.7,5560100381,5,,5560100387,56,Center,5560100395,213,5.58,5560100393,212,51.8,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,5560100383,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784383439,460,44,1,47,43,agh9ifb2mw3ivjusgedj7c3fe,1,67.6,17.6,2025-03-05T20:48:19.028Z,2025-03-05T23:28:35Z,5560100403,286,,5560100401,56,Right,5560100419,233,360,,,,,,,,,,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784383433,360,44,1,47,43,9ldqu49smv1xg2va0n2cy28zl,0,32.4,82.4,2025-03-05T20:48:19.029Z,2025-03-06T01:45:56Z,5560100435,233,460,5560100375,285,,5560100373,56,Back,,,,,,,,,,,,,,,,a4kw8u4dqsslfwe1ux08lbmc,Álvaro Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784383445,461,1,1,47,44,agh9ifb2mw3ivjusgedj7c3fe,1,68.6,21.4,2025-03-05T20:48:20.589Z,2025-03-05T20:48:22Z,5560100463,140,76.7,5560100457,3,,5560100459,168,,5560100461,56,Right,5560100467,212,9.7,5560100465,141,14.6,5560100469,213,5.79,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784383449,462,1,1,47,46,agh9ifb2mw3ivjusgedj7c3fe,0,76.9,13.1,2025-03-05T20:48:22.237Z,2025-03-05T23:28:45Z,5560100483,140,92,5560100477,2,,5560295535,223,,5560100487,212,28.5,5560100481,56,Center,5560100489,213,0.98,5560100485,141,47.9,5560295537,72,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2784383453,361,52,1,47,48,9ldqu49smv1xg2va0n2cy28zl,1,9.3,52.4,2025-03-05T20:48:24.165Z,2025-03-05T23:28:47Z,5560295565,376,,,,,,,,,,,,,,,,,,,,,,,3i53phcjc5vwe7i0m9pqjo3fu,A. Trubin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784383473,362,1,1,47,49,9ldqu49smv1xg2va0n2cy28zl,1,9.2,52,2025-03-05T20:48:24.950Z,2025-03-05T20:48:30Z,5560100609,212,36,5560100605,140,25.9,5560100607,141,5.7,5560100613,1,,5560100601,123,,5560100611,213,5.22,5560100603,56,Back,,,,3i53phcjc5vwe7i0m9pqjo3fu,A. Trubin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784383479,363,1,1,47,54,9ldqu49smv1xg2va0n2cy28zl,1,29.6,10.2,2025-03-05T20:48:30.206Z,2025-03-05T20:48:32Z,5560100645,141,24.3,5560100649,213,1.78,5560100643,140,27.7,5560100639,56,Back,5560100647,212,9.8,,,,,,,,,,as0t8xi6k6nl4l06g23u3jcru,Tomás Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784383483,364,1,1,47,56,9ldqu49smv1xg2va0n2cy28zl,1,27.1,24.6,2025-03-05T20:48:32.117Z,2025-03-05T20:48:33Z,5560100665,212,9.7,5560100659,56,Back,5560100667,213,5.32,5560100661,140,32.4,5560100663,141,12.9,,,,,,,,,,4dh4ws8ehn6uywozt6ygczs2d,F. Aursnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784383523,365,1,1,47,56,9ldqu49smv1xg2va0n2cy28zl,1,32.4,12.9,2025-03-05T20:48:32.861Z,2025-03-05T20:48:37Z,5560100851,140,23.5,5560100857,213,2.34,5560100855,212,13.5,5560100849,56,Back,5560100853,141,27.2,,,,,,,,,,as0t8xi6k6nl4l06g23u3jcru,Tomás Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784383553,366,1,1,48,1,9ldqu49smv1xg2va0n2cy28zl,1,27.6,33.6,2025-03-05T20:48:37.613Z,2025-03-05T20:48:45Z,5560100967,56,Back,5560100979,213,1.53,5560100977,212,18.9,5560100969,140,28.3,5560100973,141,61.4,,,,,,,,,,2p86mzr8qnu9iy01fusvovf56,António Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784383571,367,1,1,48,9,9ldqu49smv1xg2va0n2cy28zl,0,42.9,60.4,2025-03-05T20:48:45.014Z,2025-03-05T20:48:48Z,5560101097,212,67.9,5560101091,56,Right,5560101089,155,,5560101099,213,5.85,5560101095,141,18.1,5560101093,140,100,5560101101,1,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784383691,368,5,1,48,12,9ldqu49smv1xg2va0n2cy28zl,0,101.1,25.1,2025-03-05T20:48:48.481Z,2025-03-05T21:06:19Z,5560101711,56,Center,5560101713,346,,5560101755,233,463,,,,,,,,,,,,,,,,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica
2784383663,463,5,1,48,12,agh9ifb2mw3ivjusgedj7c3fe,1,-1.1,74.9,2025-03-05T20:48:48.481Z,2025-03-05T21:06:18Z,5560101717,233,368,5560101591,346,,5560101589,56,Back,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
