id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/14/value,qualifier/9/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,teamName
2722583115,342,1,1,41,28,4t4hod56fsj7utpjdor8so5q6,1,86.1,26.1,2024-09-19T19:42:34.556Z,2024-09-20T04:03:36Z,5223462837,140,96.3,5223462839,141,23.9,5223462841,212,10.8,5223903507,178,,5223462835,56,Center,5223462843,213,6.14,,,,,,,8vhjmcgjbzpzd4vv3zb945p1w,M. Akliouche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722583127,343,1,1,41,29,4t4hod56fsj7utpjdor8so5q6,0,96.3,23.9,2024-09-19T19:42:36.100Z,2024-09-20T04:03:39Z,5223462885,212,15.9,5223903515,178,,5223599473,224,,5223462875,2,,5223462887,213,1.52,5223462883,141,47.3,5223462881,140,97.1,5223599475,20,,f065kc6qn2cpxjxcm6i08rz3e,W. Singo,5223462877,155,,,5223462879,56,,,,,,,,,,,,,,,,Center,,,,,,,,,,,,,Monaco
2722583123,326,11,1,41,30,agh9ifb2mw3ivjusgedj7c3fe,1,2.9,50.6,2024-09-19T19:42:37.444Z,2024-09-20T04:03:42Z,5223599585,88,,5223903523,388,,5223599583,56,Back,5223599623,378,,,,,,,,,,,,,,2e55g4q93y382cg7h0yk5rtud,Marc-Andre ter Stegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722583169,327,1,1,41,38,agh9ifb2mw3ivjusgedj7c3fe,1,12.8,49.7,2024-09-19T19:42:45.088Z,2024-09-20T04:03:45Z,5223463131,213,6.11,5223903531,178,,5223463563,287,,5223463125,140,36.3,5223463433,189,,5223463123,56,Back,5223463127,141,43.4,5223463129,212,25,2e55g4q93y382cg7h0yk5rtud,Marc-Andre ter Stegen,5223463515,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722583171,328,61,1,41,40,agh9ifb2mw3ivjusgedj7c3fe,0,38.6,39.5,2024-09-19T19:42:46.661Z,2024-09-20T04:04:01Z,5223463139,56,Back,5223903571,388,,,,,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722583175,344,1,1,41,41,4t4hod56fsj7utpjdor8so5q6,1,53.2,57.4,2024-09-19T19:42:47.613Z,2024-09-20T04:04:05Z,5223903579,178,,5223463177,140,47.4,5223463179,141,73.7,5223463175,56,Back,5223463183,213,2.07,5223463181,212,12.6,,,,,,,2jc6sdkse1kxjztsgystidot1,D. Zakaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722583177,345,49,1,41,42,4t4hod56fsj7utpjdor8so5q6,1,47.4,73.7,2024-09-19T19:42:48.994Z,2024-09-20T04:04:12Z,,,,,,,,,,,,,,,,,,,,,,,,,adb8skc3qbvgunhzd9651lij8,Vanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722583181,346,1,1,41,42,4t4hod56fsj7utpjdor8so5q6,1,47.4,73.7,2024-09-19T19:42:49.022Z,2024-09-20T04:04:10Z,5223903589,178,,5223463215,212,13.7,5223463209,56,Center,5223463213,141,67.7,5223463211,140,59.9,5223463217,213,5.98,,,,,,,adb8skc3qbvgunhzd9651lij8,Vanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722583183,347,1,1,41,45,4t4hod56fsj7utpjdor8so5q6,1,62.3,62.5,2024-09-19T19:42:51.724Z,2024-09-20T04:04:15Z,5223903605,178,,5223463235,141,37.3,5223463237,212,18.6,5223463239,213,5.11,5223463231,56,Center,5223463233,140,69.2,,,,,,,2jc6sdkse1kxjztsgystidot1,D. Zakaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722583185,348,1,1,41,46,4t4hod56fsj7utpjdor8so5q6,1,69.2,37.3,2024-09-19T19:42:53.517Z,2024-09-20T04:04:19Z,5223463251,140,73.9,5223903617,178,,5223463253,141,51.2,5223463257,213,1.09,5223463249,56,Center,5223463255,212,10.7,,,,,,,8vhjmcgjbzpzd4vv3zb945p1w,M. Akliouche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722583201,349,1,1,41,47,4t4hod56fsj7utpjdor8so5q6,1,73.9,51.2,2024-09-19T19:42:54.305Z,2024-09-20T04:04:22Z,5223463355,212,17.1,5223463347,140,76,5223903637,178,,5223463343,56,Center,5223463359,213,4.84,5223463351,141,26.3,,,,,,,2jc6sdkse1kxjztsgystidot1,D. Zakaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722583215,350,1,1,41,51,4t4hod56fsj7utpjdor8so5q6,1,76.1,26.3,2024-09-19T19:42:58.017Z,2024-09-20T04:04:25Z,5223463441,212,12.8,5223463443,213,3.39,5223463435,56,Center,5223903649,178,,5223463437,140,64.3,5223463439,141,21.6,,,,,,,dkve6gf309h5tglwawqx8mlzp,B. Embolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722583223,351,1,1,41,54,4t4hod56fsj7utpjdor8so5q6,1,64.5,21.6,2024-09-19T19:43:00.972Z,2024-09-20T04:04:29Z,5223463473,140,67.6,5223463469,56,Center,5223463477,141,38,5223463481,212,11.6,5223903667,178,,5223463485,213,1.29,,,,,,,f065kc6qn2cpxjxcm6i08rz3e,W. Singo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722583241,352,1,1,41,58,4t4hod56fsj7utpjdor8so5q6,1,68.6,40.8,2024-09-19T19:43:04.785Z,2024-09-20T04:04:34Z,5223463553,140,63.1,5223463551,56,Center,5223463559,213,1.89,5223463555,141,66.7,5223463557,212,18.5,5223903675,178,,,,,,,,8eq4c5cotvem9ae9uzb2yezo4,L. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722583255,353,1,1,42,1,4t4hod56fsj7utpjdor8so5q6,1,63.1,66.7,2024-09-19T19:43:07.654Z,2024-09-20T04:04:36Z,5223463643,140,72.7,5223463641,56,Left,5223463645,141,94.5,5223463649,213,1.08,5223463647,212,21.4,5223903679,178,,,,,,,,2r1u01vlym0nwcwx86bwbuusq,M. Salisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722583283,354,1,1,42,4,4t4hod56fsj7utpjdor8so5q6,1,72.7,94.5,2024-09-19T19:43:11.265Z,2024-09-20T04:04:39Z,5223463759,56,Center,5223463765,212,18.7,5223903683,178,,5223463767,213,4.03,5223463763,141,73.2,5223463761,140,61.4,,,,,,,rn17zrbsh1g9r1tj4xyvhgr8,E. Ben Seghir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722583297,329,83,1,42,9,agh9ifb2mw3ivjusgedj7c3fe,0,30.1,15.9,2024-09-19T19:43:16.263Z,2024-09-20T04:05:03Z,5223463925,399,2r1u01vlym0nwcwx86bwbuusq,,,,,,,,,,,,,,,,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722583303,355,1,1,42,9,4t4hod56fsj7utpjdor8so5q6,1,66.5,74.9,2024-09-19T19:43:16.342Z,2024-09-20T04:05:01Z,5223903697,178,,5223463855,213,1.72,5223463847,56,Left,5223463849,140,64.8,5223463851,141,91.8,5223463853,212,11.6,,,,,,,2r1u01vlym0nwcwx86bwbuusq,M. Salisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722583305,356,1,1,42,10,4t4hod56fsj7utpjdor8so5q6,1,64.8,91.8,2024-09-19T19:43:17.495Z,2024-09-20T04:05:07Z,5223463881,213,0.43,5223463879,212,8.1,5223463877,141,96.8,5223463873,56,Left,5223463875,140,71.8,5223903721,178,,,,,,,,adb8skc3qbvgunhzd9651lij8,Vanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722583317,357,1,1,42,13,4t4hod56fsj7utpjdor8so5q6,1,71,96,2024-09-19T19:43:19.719Z,2024-09-20T04:05:11Z,5223463945,140,69.9,5223903729,178,,5223463951,213,4.56,5223463949,212,7.6,5223463947,141,84.9,5223463943,56,Left,,,,,,,rn17zrbsh1g9r1tj4xyvhgr8,E. Ben Seghir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722583319,358,1,1,42,13,4t4hod56fsj7utpjdor8so5q6,0,69.9,84.9,2024-09-19T19:43:20.310Z,2024-09-20T04:05:15Z,5223903733,178,,5223463959,56,Left,5223463967,213,0.93,5223463965,212,13.1,5223463961,140,77.4,5223463963,141,100,,,,,,,adb8skc3qbvgunhzd9651lij8,Vanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722583369,330,5,1,42,15,agh9ifb2mw3ivjusgedj7c3fe,1,22.3,-1,2024-09-19T19:43:21.589Z,2024-09-20T04:05:19Z,5223464281,56,Back,5223464283,347,,5223464285,233,359,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722583323,359,5,1,42,15,4t4hod56fsj7utpjdor8so5q6,0,77.7,101,2024-09-19T19:43:21.589Z,2024-09-20T04:05:20Z,5223463985,347,,5223463983,56,Left,5223464289,233,330,,,,,,,,,,,,,,,,adb8skc3qbvgunhzd9651lij8,Vanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722583379,331,1,1,42,32,agh9ifb2mw3ivjusgedj7c3fe,1,24.2,0,2024-09-19T19:43:38.577Z,2024-09-20T04:05:24Z,5223464345,140,25.9,5223464351,213,1.39,5223464349,212,9.8,5223464347,141,12.2,5223464343,56,Back,5223464341,107,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722583383,332,1,1,42,33,agh9ifb2mw3ivjusgedj7c3fe,1,25.9,11.9,2024-09-19T19:43:40.537Z,2024-09-20T04:05:28Z,5223903743,178,,5223464377,213,5.37,5223464373,141,3.7,5223464369,56,Back,5223464371,140,30,5223464375,212,7,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722583393,333,1,1,42,34,agh9ifb2mw3ivjusgedj7c3fe,1,30,3.7,2024-09-19T19:43:41.543Z,2024-09-20T04:05:30Z,5223903747,178,,5223464417,213,2.72,5223464413,141,16.2,5223464411,140,12.1,5223464409,56,Back,5223464415,212,20.6,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722583413,334,1,1,42,37,agh9ifb2mw3ivjusgedj7c3fe,1,12.7,22.7,2024-09-19T19:43:43.599Z,2024-09-20T04:05:32Z,5223464523,212,12.7,5223464521,141,33.7,5223903751,178,,5223464525,213,2.51,5223464519,140,2.9,5223464517,56,Back,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722583429,335,1,1,42,40,agh9ifb2mw3ivjusgedj7c3fe,0,3.8,32.2,2024-09-19T19:43:46.597Z,2024-09-20T04:05:35Z,5223464637,1,,5223464633,212,35,5223464631,141,13.5,5223903755,178,,5223464635,213,5.91,5223464831,155,,5223464627,56,Back,5223464629,140,34.9,2e55g4q93y382cg7h0yk5rtud,Marc-Andre ter Stegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722583433,360,44,1,42,42,4t4hod56fsj7utpjdor8so5q6,1,64.4,83.8,2024-09-19T19:43:48.629Z,2024-09-20T09:01:58Z,5223464655,286,,5223464931,233,336,5223464653,56,Left,,,,,,,,,,,,,,,,adb8skc3qbvgunhzd9651lij8,Vanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722583435,336,44,1,42,42,agh9ifb2mw3ivjusgedj7c3fe,0,35.6,16.2,2024-09-19T19:43:48.630Z,2024-09-20T04:05:38Z,5223464935,233,360,5223464657,56,Back,5223464659,285,,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722583437,361,1,1,42,42,4t4hod56fsj7utpjdor8so5q6,0,62.9,79.1,2024-09-19T19:43:48.701Z,2024-09-20T09:01:59Z,5223464665,56,Center,5223464673,213,6.17,5223464667,140,64.6,5223464671,212,1.8,5223903763,388,,5223464669,141,78.8,5223464663,3,,,,,adb8skc3qbvgunhzd9651lij8,Vanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722583441,337,61,1,42,42,agh9ifb2mw3ivjusgedj7c3fe,1,34.7,13.4,2024-09-19T19:43:48.746Z,2024-09-20T04:05:43Z,5223903769,388,,5223903767,15,,5223464695,56,Back,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722583447,338,1,1,42,43,agh9ifb2mw3ivjusgedj7c3fe,0,23,8.9,2024-09-19T19:43:50.299Z,2024-09-20T04:05:50Z,5223903773,388,,5223464731,212,5.2,5223464733,213,5.49,5223464729,141,3.4,5223464725,56,Back,5223464727,140,26.5,5223464723,3,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Kounde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722583467,339,43,1,42,47,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-09-19T19:43:53.736Z,2024-09-19T19:44:08Z,5223465077,144,5,5223464815,347,0,5223464813,56,Back,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722583465,362,4,1,42,47,4t4hod56fsj7utpjdor8so5q6,1,72.4,96.6,2024-09-19T19:43:53.975Z,2024-09-20T04:05:54Z,5223601077,294,,5223464845,286,,5223464839,56,Left,5223464837,13,,5223465383,233,340,5223464841,152,,,,,,,,rn17zrbsh1g9r1tj4xyvhgr8,E. Ben Seghir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722583553,340,4,1,42,47,agh9ifb2mw3ivjusgedj7c3fe,0,27.6,3.4,2024-09-19T19:43:53.976Z,2024-09-20T04:05:53Z,5223465315,152,,5223465413,233,362,5223601111,294,,5223465311,13,,5223465313,56,Back,5223465319,285,,5223903777,178,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722583641,363,1,1,43,30,4t4hod56fsj7utpjdor8so5q6,0,71.2,95.1,2024-09-19T19:44:37.028Z,2024-09-20T04:05:59Z,5223465789,155,,5223465797,141,40.6,5223465791,152,,5223465785,2,,5223465803,1,,5223465795,140,100,5223465787,5,,5223601241,20,,8eq4c5cotvem9ae9uzb2yezo4,L. Camara,5223903783,178,,,5223465799,212,5223601239,223,5223465793,56,5223465801,213,5.41,,,,,,,Center,,48.3,,,,,,,,,,,,,Monaco
2722583761,341,5,1,43,33,agh9ifb2mw3ivjusgedj7c3fe,1,-0.6,60.6,2024-09-19T19:44:40.198Z,2024-09-20T04:06:01Z,5223466515,233,364,5223466501,56,Back,5223466503,346,,,,,,,,,,,,,,,,,2e55g4q93y382cg7h0yk5rtud,Marc-Andre ter Stegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722583645,364,5,1,43,33,4t4hod56fsj7utpjdor8so5q6,0,100.6,39.4,2024-09-19T19:44:40.198Z,2024-09-20T04:06:02Z,5223466521,233,341,5223465815,346,,5223465811,56,Center,,,,,,,,,,,,,,,,8eq4c5cotvem9ae9uzb2yezo4,L. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722583775,342,1,1,44,4,agh9ifb2mw3ivjusgedj7c3fe,0,4.5,47.3,2024-09-19T19:45:11.137Z,2024-09-20T04:06:05Z,5223466595,213,0.02,5223466587,56,Center,5223466589,140,64.3,5223466597,1,,5223466601,74,,5223466593,212,62.8,5223466591,141,49.3,5223466585,124,,2e55g4q93y382cg7h0yk5rtud,Marc-Andre ter Stegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722583785,365,44,1,44,7,4t4hod56fsj7utpjdor8so5q6,1,34.4,54.4,2024-09-19T19:45:14.391Z,2024-09-20T09:01:59Z,5223466639,56,Back,5223466643,233,343,5223466641,285,,,,,,,,,,,,,,,,,2r1u01vlym0nwcwx86bwbuusq,M. Salisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722583777,343,44,1,44,7,agh9ifb2mw3ivjusgedj7c3fe,0,65.6,45.6,2024-09-19T19:45:14.392Z,2024-09-20T04:06:09Z,5223466661,233,365,5223466609,56,Center,5223466611,286,,,,,,,,,,,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722583791,366,1,1,44,7,4t4hod56fsj7utpjdor8so5q6,1,32.1,60.4,2024-09-19T19:45:14.468Z,2024-09-20T09:02:00Z,5223466687,212,11.6,5223466681,56,Back,5223903809,388,,5223466679,3,,5223466689,213,0.59,5223466683,140,41.3,5223466685,141,69.9,,,,2r1u01vlym0nwcwx86bwbuusq,M. Salisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722583793,367,1,1,44,8,4t4hod56fsj7utpjdor8so5q6,1,41.3,69.9,2024-09-19T19:45:15.531Z,2024-09-20T04:06:14Z,5223903823,178,,5223466703,212,10.8,5223466701,141,65.5,5223466709,156,,5223466697,56,Back,5223466699,140,31.4,5223466705,213,3.42,,,,rn17zrbsh1g9r1tj4xyvhgr8,E. Ben Seghir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722583805,368,49,1,44,9,4t4hod56fsj7utpjdor8so5q6,1,31.4,65.5,2024-09-19T19:45:16.358Z,2024-09-20T04:06:17Z,,,,,,,,,,,,,,,,,,,,,,,,,8eq4c5cotvem9ae9uzb2yezo4,L. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722583819,369,1,1,44,9,4t4hod56fsj7utpjdor8so5q6,0,31.4,65.5,2024-09-19T19:45:16.380Z,2024-09-20T04:06:21Z,5223903837,178,,5223466805,141,72.4,5223466811,1,,5223466799,157,,5223466807,212,52.9,5223466809,213,0.09,5223466801,56,Center,5223466803,140,81.6,8eq4c5cotvem9ae9uzb2yezo4,L. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722583825,344,1,1,44,14,agh9ifb2mw3ivjusgedj7c3fe,1,21.2,22.8,2024-09-19T19:45:20.893Z,2024-09-20T04:06:25Z,5223466845,56,Back,5223466853,213,2.45,5223466851,212,19.1,5223903841,178,,5223466849,141,40.7,5223466847,140,7.2,5223466843,3,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722583829,345,52,1,44,20,agh9ifb2mw3ivjusgedj7c3fe,1,7.2,40.7,2024-09-19T19:45:27.005Z,2024-09-20T04:06:33Z,5223903845,178,,5223601545,376,,,,,,,,,,,,,,,,,,,,2e55g4q93y382cg7h0yk5rtud,Marc-Andre ter Stegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722583867,346,1,1,44,21,agh9ifb2mw3ivjusgedj7c3fe,1,8.5,38,2024-09-19T19:45:27.895Z,2024-09-20T04:06:34Z,5223467079,287,,5223903849,178,,5223467071,141,17.7,5223467069,140,13.8,5223467067,56,Back,5223467073,212,14.9,5223467075,213,5.1,5223467065,123,,2e55g4q93y382cg7h0yk5rtud,Marc-Andre ter Stegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722583901,347,1,1,44,28,agh9ifb2mw3ivjusgedj7c3fe,0,23,15.9,2024-09-19T19:45:34.921Z,2024-09-20T04:06:38Z,5223467247,56,Back,5223467249,140,36.1,5223903857,178,,5223467255,213,6.1,5223467251,141,12.2,5223467253,212,14,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722583907,370,49,1,44,28,4t4hod56fsj7utpjdor8so5q6,1,65,81.6,2024-09-19T19:45:35.470Z,2024-09-20T04:06:40Z,,,,,,,,,,,,,,,,,,,,,,,,,rn17zrbsh1g9r1tj4xyvhgr8,E. Ben Seghir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722583931,371,1,1,44,31,4t4hod56fsj7utpjdor8so5q6,1,65.7,81.3,2024-09-19T19:45:37.688Z,2024-09-20T04:06:44Z,5223903871,178,,5223467407,56,Left,5223467415,213,0.17,5223467409,140,90.4,5223467411,141,88,5223467413,212,26.3,,,,,,,rn17zrbsh1g9r1tj4xyvhgr8,E. Ben Seghir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722583945,372,1,1,44,36,4t4hod56fsj7utpjdor8so5q6,1,89.5,88.3,2024-09-19T19:45:43.449Z,2024-09-20T04:06:47Z,5223903875,178,,5223467497,212,20.1,5223467495,141,79.3,5223467499,213,3.45,5223467491,56,Left,5223467493,140,71.3,,,,,,,csvqjyuk06gzvjm408513nydx,T. Minamino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722583953,373,1,1,44,40,4t4hod56fsj7utpjdor8so5q6,1,71,71.1,2024-09-19T19:45:46.771Z,2024-09-20T04:06:50Z,5223467543,56,Right,5223467549,212,35,5223467547,141,19.7,5223467553,1,,5223467551,213,4.72,5223467545,140,71.2,5223903883,178,,,,,adb8skc3qbvgunhzd9651lij8,Vanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722583963,374,1,1,44,42,4t4hod56fsj7utpjdor8so5q6,1,71.2,19.6,2024-09-19T19:45:49.103Z,2024-09-20T04:06:54Z,5223467595,56,Center,5223467597,140,67.3,5223467599,141,32.3,5223467603,213,2.01,5223903891,178,,5223467601,212,9.6,,,,,,,f065kc6qn2cpxjxcm6i08rz3e,W. Singo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722583975,375,1,1,44,44,4t4hod56fsj7utpjdor8so5q6,1,67.8,32.6,2024-09-19T19:45:51.515Z,2024-09-20T04:06:58Z,5223903899,178,,5223467685,212,9.2,5223467679,56,Center,5223467681,140,64.4,5223467683,141,45,5223467687,213,1.97,,,,,,,2jc6sdkse1kxjztsgystidot1,D. Zakaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722584005,376,1,1,44,47,4t4hod56fsj7utpjdor8so5q6,1,64.9,44.1,2024-09-19T19:45:54.396Z,2024-09-20T04:07:04Z,5223467789,155,,5223467795,141,92.6,5223467801,1,,5223903907,178,,5223467793,140,77,5223467791,56,Left,5223467799,213,1.2,5223467797,212,35.3,cm0gwoyh5rdb216fx685a7l5h,T. Kehrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722584019,377,1,1,44,51,4t4hod56fsj7utpjdor8so5q6,1,77,92.6,2024-09-19T19:45:58.002Z,2024-09-20T04:07:09Z,5223467875,212,8.4,5223467867,140,71.2,5223467873,141,84.1,5223467877,213,3.9,5223467863,56,Left,5223903919,178,,,,,,,,rn17zrbsh1g9r1tj4xyvhgr8,E. Ben Seghir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722584041,378,1,1,44,53,4t4hod56fsj7utpjdor8so5q6,1,71.2,84.1,2024-09-19T19:45:59.810Z,2024-09-20T04:07:14Z,5223467975,212,8.1,5223467973,141,95.1,5223903927,178,,5223467971,140,74.1,5223467969,56,Left,5223467977,213,1.18,,,,,,,8vhjmcgjbzpzd4vv3zb945p1w,M. Akliouche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722584045,379,1,1,44,56,4t4hod56fsj7utpjdor8so5q6,1,72.2,92.5,2024-09-19T19:46:03.219Z,2024-09-20T04:07:16Z,5223468013,213,4.37,5223903931,178,,5223468011,212,9.1,5223468005,56,Left,5223468009,141,79.9,5223468007,140,69.3,,,,,,,rn17zrbsh1g9r1tj4xyvhgr8,E. Ben Seghir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722584053,380,1,1,44,58,4t4hod56fsj7utpjdor8so5q6,1,69.3,79.6,2024-09-19T19:46:04.569Z,2024-09-20T04:07:20Z,5223468057,212,11.4,5223468059,213,6.15,5223468051,56,Center,5223468053,140,80.1,5223468055,141,77.4,5223903939,178,,,,,,,,8vhjmcgjbzpzd4vv3zb945p1w,M. Akliouche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722584063,381,1,1,44,59,4t4hod56fsj7utpjdor8so5q6,1,80.1,77.4,2024-09-19T19:46:05.789Z,2024-09-20T04:07:23Z,5223903947,178,,5223468089,141,95,5223468091,212,12,5223468085,56,Left,5223468087,140,80.2,5223468093,213,1.56,,,,,,,8eq4c5cotvem9ae9uzb2yezo4,L. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
2722584169,351,70,1,45,0,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-09-19T19:46:07.469Z,2024-09-19T19:46:31Z,5223468625,277,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2722584067,382,3,1,45,1,4t4hod56fsj7utpjdor8so5q6,0,87,91,2024-09-19T19:46:08.236Z,2024-09-20T04:07:33Z,5223601833,465,,5223903963,178,,5223468161,233,348,5223468113,286,,5223468111,56,Left,,,,,,,,,,rn17zrbsh1g9r1tj4xyvhgr8,E. Ben Seghir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monaco
