id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,assist,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/20/value,teamName
2712693663,593,1,2,54,20,agh9ifb2mw3ivjusgedj7c3fe,1,43.6,53.4,2024-08-24T18:19:59.860Z,2024-08-25T07:23:43Z,5169177105,56,Left,5169177117,212,25.2,5169177113,141,86,5171608533,178,,5169177109,140,55.1,5169177121,213,1.07,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712693727,594,1,2,54,24,agh9ifb2mw3ivjusgedj7c3fe,1,61.2,85.5,2024-08-24T18:20:03.562Z,2024-08-25T07:23:47Z,5169177437,212,19.9,5169177433,141,67.4,5169177427,56,Back,5169177439,213,3.81,5171608595,178,,5169177429,140,46.3,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712693781,595,1,2,54,26,agh9ifb2mw3ivjusgedj7c3fe,1,45.7,67.2,2024-08-24T18:20:06.165Z,2024-08-25T07:23:51Z,5169177711,56,Back,5171608653,178,,5169177717,212,20.7,5169177713,140,45.9,5169177719,213,4.72,5169177715,141,36.7,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712693823,596,1,2,54,29,agh9ifb2mw3ivjusgedj7c3fe,1,55.5,25.5,2024-08-24T18:20:09.116Z,2024-08-25T07:23:55Z,5169177941,56,Right,5171608765,178,,5169177943,140,51.4,5169177947,212,11.7,5169177949,213,4.34,5169177945,141,9.5,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712693853,597,1,2,54,31,agh9ifb2mw3ivjusgedj7c3fe,1,51.4,9.5,2024-08-24T18:20:10.954Z,2024-08-25T07:23:58Z,5169178123,56,Back,5169178127,140,42.6,5169178139,212,16.8,5169178149,213,2.15,5171608825,178,,5169178131,141,30.2,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712693957,598,1,2,54,33,agh9ifb2mw3ivjusgedj7c3fe,1,39.1,33.3,2024-08-24T18:20:13.452Z,2024-08-25T07:24:02Z,5169178637,141,71.9,5169178633,56,Back,5169178639,212,26.7,5169178641,213,1.38,5169178635,140,43.8,5171608879,178,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712693997,599,1,2,54,37,agh9ifb2mw3ivjusgedj7c3fe,0,45,81.6,2024-08-24T18:20:16.949Z,2024-08-25T07:24:06Z,5169178865,56,Center,5169178875,1,,5169178871,212,42.8,5169178869,141,35.5,5169178873,213,5.46,5169178867,140,72.7,5169178863,155,,5171608945,178,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712694057,392,1,2,54,39,3czravw89omgc9o4s0w3l1bg5,1,32.2,66.9,2024-08-24T18:20:19.485Z,2024-08-25T07:24:09Z,5169179205,141,51.3,5171609007,388,,5169179199,3,,5169179209,213,5.48,5169179203,140,41.9,5169179207,212,14.7,5169179201,56,Back,,,,8hm6d6395johhjsoe8jz6dcyd,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712694065,393,49,2,54,40,3czravw89omgc9o4s0w3l1bg5,1,37.5,58.1,2024-08-24T18:20:20.435Z,2024-08-25T07:24:15Z,,,,,,,,,,,,,,,,,,,,,,,,,83n1qv6ypl625aolzjeqifv11,Mikel Vesga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712694111,394,1,2,54,42,3czravw89omgc9o4s0w3l1bg5,0,36.3,59.9,2024-08-24T18:20:22.105Z,2024-08-25T07:24:18Z,5169179425,56,Left,5171609195,178,,5169179431,212,24.9,5169179427,140,53.8,5169179433,213,0.74,5169179429,141,84.7,,,,,,,83n1qv6ypl625aolzjeqifv11,Mikel Vesga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712694119,600,49,2,54,43,agh9ifb2mw3ivjusgedj7c3fe,1,44.5,20.8,2024-08-24T18:20:23.313Z,2024-08-25T08:49:10Z,,,,,,,,,,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712694261,601,1,2,54,48,agh9ifb2mw3ivjusgedj7c3fe,1,56.7,20.5,2024-08-24T18:20:27.587Z,2024-08-25T07:24:24Z,5169180245,56,Right,5169180247,140,69,5171609345,178,,5169180251,212,16.4,5169180249,141,5.6,5169180253,213,5.62,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712694291,602,1,2,54,53,agh9ifb2mw3ivjusgedj7c3fe,1,70.7,12.9,2024-08-24T18:20:32.588Z,2024-08-25T07:24:29Z,5171609525,178,,5169180425,140,61.1,5169180431,213,2.5,5169180423,56,Center,5169180427,141,24,5169180429,212,12.6,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712694311,603,1,2,54,54,agh9ifb2mw3ivjusgedj7c3fe,1,61.1,24,2024-08-24T18:20:34.334Z,2024-08-25T07:24:33Z,5169180533,141,29.2,5169180537,213,2.08,5169180529,56,Center,5171609619,178,,5169180531,140,59.2,5169180535,212,4.1,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712694345,604,1,2,54,57,agh9ifb2mw3ivjusgedj7c3fe,1,59.2,29.2,2024-08-24T18:20:36.644Z,2024-08-25T07:24:38Z,5169180715,213,2.17,5171609719,178,,5169180709,140,52.9,5169180707,56,Center,5169180713,212,11.7,5169180711,141,43.4,,,,,,,4et6r42e7q2ojgaumwnua2kgk,Marc Bernal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712694375,605,1,2,54,58,agh9ifb2mw3ivjusgedj7c3fe,1,52.9,43.4,2024-08-24T18:20:38.501Z,2024-08-25T07:24:42Z,5169180901,213,1.26,5169180895,140,59.5,5171609829,178,,5169180899,212,22.6,5169180893,56,Center,5169180897,141,75,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712694457,606,1,2,55,1,agh9ifb2mw3ivjusgedj7c3fe,1,60.8,77.7,2024-08-24T18:20:41.035Z,2024-08-25T07:24:49Z,5169181385,56,Left,5169181391,212,17.4,5171609983,178,,5169181387,140,72.6,5169181393,213,0.78,5169181389,141,95.6,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712694505,607,1,2,55,6,agh9ifb2mw3ivjusgedj7c3fe,1,71.6,86.3,2024-08-24T18:20:46.229Z,2024-08-25T07:24:53Z,5169181661,141,64.5,5169181659,140,67.5,5169181657,56,Center,5169181663,212,15.4,5171610063,178,,5169181665,213,4.43,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712694551,608,1,2,55,8,agh9ifb2mw3ivjusgedj7c3fe,1,67,67.1,2024-08-24T18:20:48.142Z,2024-08-25T07:24:58Z,5169181983,141,82.9,5169181987,213,2.18,5169181981,140,59.8,5169181979,56,Left,5171610177,178,,5169181985,212,13.1,,,,,,,4et6r42e7q2ojgaumwnua2kgk,Marc Bernal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712694577,609,1,2,55,11,agh9ifb2mw3ivjusgedj7c3fe,1,59,81.6,2024-08-24T18:20:50.806Z,2024-08-25T07:25:02Z,5169182103,140,62.8,5169182107,212,11,5169182109,213,5.08,5169182101,56,Center,5171610251,178,,5169182105,141,66.5,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712694613,610,1,2,55,12,agh9ifb2mw3ivjusgedj7c3fe,1,62.8,66.5,2024-08-24T18:20:51.981Z,2024-08-25T07:25:05Z,5169182329,212,20.4,5169182327,141,42.6,5169182323,56,Center,5169182331,213,4.07,5169182325,140,51.1,5171610359,178,,,,,,,,4et6r42e7q2ojgaumwnua2kgk,Marc Bernal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712694653,611,1,2,55,14,agh9ifb2mw3ivjusgedj7c3fe,1,51.1,42.6,2024-08-24T18:20:53.878Z,2024-08-25T07:25:09Z,5169182527,213,0.28,5169182523,141,48.5,5169182521,140,64.4,5169182525,212,14.5,5169182519,56,Center,5171610435,178,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712694703,612,1,2,55,16,agh9ifb2mw3ivjusgedj7c3fe,1,64.4,48.5,2024-08-24T18:20:56.149Z,2024-08-25T07:25:12Z,5171610509,178,,5169182765,213,1.08,5169182759,140,71.1,5169182761,141,67.7,5169182757,56,Center,5169182763,212,14.8,,,,,,,4et6r42e7q2ojgaumwnua2kgk,Marc Bernal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712694789,613,1,2,55,18,agh9ifb2mw3ivjusgedj7c3fe,1,69.1,70.9,2024-08-24T18:20:58.366Z,2024-08-25T07:25:16Z,5169183263,141,92.7,5169183267,213,0.74,5169183259,140,84.5,5169183257,56,Left,5169183265,212,21.9,5171610563,178,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712963915,947,3,2,55,23,agh9ifb2mw3ivjusgedj7c3fe,0,89.4,86.2,2024-08-24T18:21:03.520Z,2024-08-25T07:25:20Z,5170684333,286,,5170684337,467,do5tibysnhbnbw18nwdo39kut,5170684331,56,Left,5170684335,465,,5171610637,178,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712694831,614,4,2,55,24,agh9ifb2mw3ivjusgedj7c3fe,1,89.1,84.6,2024-08-24T18:21:03.963Z,2024-08-25T07:25:26Z,5169183481,13,,5169183483,56,Left,5169183539,233,395,5169183487,265,,5169183489,286,,5169183485,152,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712694817,395,4,2,55,24,3czravw89omgc9o4s0w3l1bg5,0,10.9,15.4,2024-08-24T18:21:03.964Z,2024-08-25T07:25:25Z,5169183515,152,,5169183553,233,614,5169183513,56,Back,5169183517,265,,5169184315,55,396,5169183519,285,,5169183511,13,,5171610731,178,,do5tibysnhbnbw18nwdo39kut,Álex Berenguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712694905,396,17,2,55,35,3czravw89omgc9o4s0w3l1bg5,1,0,0,2024-08-24T18:21:14.737Z,2024-08-25T07:25:32Z,5169184265,31,,5169184269,13,243,5169184267,393,,5169184273,55,395,,,,,,,,,,,,,do5tibysnhbnbw18nwdo39kut,Álex Berenguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712695613,616,1,2,56,8,agh9ifb2mw3ivjusgedj7c3fe,1,92.6,83.9,2024-08-24T18:21:48.241Z,2024-08-25T07:25:39Z,5169188105,152,,5169188111,140,91.8,5171611069,178,,5169188115,141,49.3,5169188101,155,,5169188097,2,,5170689713,72,,5169188099,5,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,5169190719,210,14,5169188119,212,23.5,,5169188109,56,1,Center,5169190723,154,,5170689709,224,,5169188123,213,4.68,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712695617,617,14,2,56,9,agh9ifb2mw3ivjusgedj7c3fe,1,92.4,48.3,2024-08-24T18:21:49.496Z,2024-08-25T07:25:44Z,5169190763,231,49.6,5169190757,103,22.2,5169188153,17,,5169190759,214,,5169190745,75,,5169189673,24,,5169189679,328,,5169190751,55,616,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,5169190749,154,,5169190747,29,,,5169190761,230,,98.5,5169189675,15,,5171611197,388,,5169188155,56,Center,5169190755,102,,,,,,,44.4,,,,,,,,,,,,,,,,Barcelona
2712695641,398,52,2,56,14,3czravw89omgc9o4s0w3l1bg5,1,3.9,33.7,2024-08-24T18:21:53.723Z,2024-08-25T07:26:00Z,5170691893,376,,5171611487,389,,,,,,,,,,,,,,,,,,,,b9q69u0q11bjpu0393sdy50,Á. Padilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712695711,399,4,2,56,14,3czravw89omgc9o4s0w3l1bg5,1,4.9,31.6,2024-08-24T18:21:54.530Z,2024-08-25T07:26:07Z,5169188827,285,,5169188823,152,,5169189113,233,618,5170692035,294,,5169188821,56,Back,5169188819,13,,,,,,,,b9q69u0q11bjpu0393sdy50,Á. Padilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712695705,618,4,2,56,14,agh9ifb2mw3ivjusgedj7c3fe,0,95.1,68.4,2024-08-24T18:21:54.531Z,2024-08-25T07:26:06Z,5170692345,152,,5170692683,294,,5169189093,13,,5169189101,286,,5171611581,178,,5169189131,233,399,5169189095,56,Center,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712696389,400,1,2,56,47,3czravw89omgc9o4s0w3l1bg5,1,11.4,30.3,2024-08-24T18:22:27.202Z,2024-08-25T07:26:10Z,5169192459,56,Center,5169192453,5,,5169192457,152,,5169192467,213,0.12,5169192463,141,40.1,5169192469,1,,5171611647,178,,5169192461,140,64.9,b9q69u0q11bjpu0393sdy50,Á. Padilla,5169192455,157,,5169192465,212,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712965633,705,1,2,56,51,3czravw89omgc9o4s0w3l1bg5,0,67.5,44.7,2024-08-24T18:22:30.766Z,2024-08-25T07:26:46Z,5170694255,140,70.5,5170694259,212,3.2,5170694261,213,6.22,5170694257,141,44.4,5170694253,56,Center,5171612265,388,,5170694249,3,,5170694251,168,,ddvvwqxpsqqboupi3gx1ijhed,I. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712696379,619,61,2,56,51,agh9ifb2mw3ivjusgedj7c3fe,1,34.5,53.4,2024-08-24T18:22:30.822Z,2024-08-25T07:27:53Z,5169192399,56,Back,5171613407,178,,5171613403,21,,,,,,,,,,,,,,,,,4et6r42e7q2ojgaumwnua2kgk,Marc Bernal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712696433,401,1,2,56,52,3czravw89omgc9o4s0w3l1bg5,0,69.2,43.4,2024-08-24T18:22:32.317Z,2024-08-25T07:28:18Z,5170695733,140,71.7,5170695737,212,7.3,5171613949,178,,5170695739,213,1.2,5169192673,56,Center,5170695735,141,53.4,,,,,,,do5tibysnhbnbw18nwdo39kut,Álex Berenguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712696463,620,1,2,56,53,agh9ifb2mw3ivjusgedj7c3fe,0,27.9,46.1,2024-08-24T18:22:33.495Z,2024-08-25T07:28:23Z,5169192883,1,,5169192865,140,44.3,5169192863,56,Back,5169192877,213,0.71,5169192873,212,22.6,5169192869,141,67.7,5169192859,157,,5171614041,178,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712696539,402,1,2,56,56,3czravw89omgc9o4s0w3l1bg5,0,56.3,35.1,2024-08-24T18:22:35.907Z,2024-08-25T07:28:27Z,5169193305,140,65.4,5169193311,213,6.08,5169193299,3,,5169193307,141,32.2,5169193303,56,Center,5169193309,212,9.8,5171614143,388,,,,,9d5h5wxf44qu4fw3jk2pgis16,Dani Vivian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712696511,621,49,2,56,57,agh9ifb2mw3ivjusgedj7c3fe,1,37.1,65.9,2024-08-24T18:22:36.899Z,2024-08-25T07:28:30Z,,,,,,,,,,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712696555,622,1,2,56,58,agh9ifb2mw3ivjusgedj7c3fe,1,37.1,66.4,2024-08-24T18:22:38.495Z,2024-08-25T07:28:35Z,5169193385,141,82.4,5171614381,178,,5169193381,56,Back,5169193389,213,1.92,5169193387,212,11.6,5169193383,140,33.3,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712696611,623,1,2,57,0,agh9ifb2mw3ivjusgedj7c3fe,1,33.3,82.4,2024-08-24T18:22:40.047Z,2024-08-25T07:28:38Z,5169193635,56,Back,5171614443,178,,5169193637,140,44.1,5169193643,213,0.42,5169193639,141,89.8,5169193641,212,12.4,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712696665,403,45,2,57,2,3czravw89omgc9o4s0w3l1bg5,0,55.2,8.4,2024-08-24T18:22:42.156Z,2024-08-25T07:28:43Z,5169193883,285,,5169193967,233,624,5169193881,56,Right,,,,,,,,,,,,,,,,v7isqpxiursyjhj5rmhyhjv9,Lekue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712696661,624,3,2,57,2,agh9ifb2mw3ivjusgedj7c3fe,1,44.8,91.6,2024-08-24T18:22:42.156Z,2024-08-25T07:28:43Z,5171614575,178,,5170696595,464,,5169193863,286,,5169193951,233,403,5169193861,56,Back,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712696673,625,3,2,57,4,agh9ifb2mw3ivjusgedj7c3fe,0,53.3,91.5,2024-08-24T18:22:43.887Z,2024-08-25T07:28:49Z,5169193927,56,Left,5169193929,286,,5170697093,464,,5169194343,233,404,5171614783,178,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712696723,404,7,2,57,4,3czravw89omgc9o4s0w3l1bg5,1,46.7,8.5,2024-08-24T18:22:43.969Z,2024-08-25T07:28:52Z,5170696931,385,,5169194265,56,Back,5171614829,178,,5169194313,233,625,5169194267,285,,5169194263,167,,,,,,,,352ywlfcjt329s7etjn4rkui2,Beñat Prados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712696789,405,5,2,57,5,3czravw89omgc9o4s0w3l1bg5,0,52.9,-1.5,2024-08-24T18:22:44.817Z,2024-08-25T07:28:56Z,5169195617,233,626,5169194585,56,Right,5169194587,347,,,,,,,,,,,,,,,,,352ywlfcjt329s7etjn4rkui2,Beñat Prados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712696967,626,5,2,57,5,agh9ifb2mw3ivjusgedj7c3fe,1,47.1,101.5,2024-08-24T18:22:44.817Z,2024-08-25T07:28:56Z,5169195541,56,Back,5169195543,347,,5169195575,233,405,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712697015,627,1,2,57,16,agh9ifb2mw3ivjusgedj7c3fe,1,46.4,100,2024-08-24T18:22:55.777Z,2024-08-25T07:29:02Z,5169195809,56,Back,5169195807,107,,5169196111,189,,5169195815,212,16,5169195811,140,36.3,5169195813,141,84.4,5169195817,213,3.99,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712697045,628,1,2,57,18,agh9ifb2mw3ivjusgedj7c3fe,1,39.3,82.9,2024-08-24T18:22:58.322Z,2024-08-25T07:29:04Z,5169195955,213,5.44,5171615041,178,,5169198387,189,,5169195953,212,22.8,5169195951,141,57.8,5169195949,140,53.7,5169195947,56,Center,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712697059,629,61,2,57,21,agh9ifb2mw3ivjusgedj7c3fe,1,53.7,57.8,2024-08-24T18:23:01.203Z,2024-08-25T07:29:07Z,5171615145,178,,5169203497,189,,5169195993,56,Center,,,,,,,,,,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712697051,406,49,2,57,23,3czravw89omgc9o4s0w3l1bg5,1,23,56.1,2024-08-24T18:23:02.704Z,2024-08-25T07:29:34Z,,,,,,,,,,,,,,,,,,,,,,,,,uzzq2p3s1qnb3wv1pee3mcph,Yeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712697099,407,1,2,57,23,3czravw89omgc9o4s0w3l1bg5,1,23,56.1,2024-08-24T18:23:02.792Z,2024-08-25T07:29:36Z,5169196143,141,52.1,5169196147,212,15.7,5169196139,56,Back,5169196151,213,3.32,5169196141,140,8.3,5171615843,178,,,,,,,,uzzq2p3s1qnb3wv1pee3mcph,Yeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712697163,408,1,2,57,24,3czravw89omgc9o4s0w3l1bg5,0,8.5,52.1,2024-08-24T18:23:04.364Z,2024-08-25T07:29:44Z,5171616039,178,,5169196479,140,62.3,5169196485,213,6.21,5169196477,56,Center,5169196481,141,45.7,5169196475,157,,5169196483,212,56.7,5169196487,1,,b9q69u0q11bjpu0393sdy50,Á. Padilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712697205,630,1,2,57,30,agh9ifb2mw3ivjusgedj7c3fe,0,40.4,64.4,2024-08-24T18:23:10.106Z,2024-08-25T07:29:54Z,5169196701,56,Center,5169196709,213,5.63,5171616281,178,,5169196703,140,55,5169196707,212,19.4,5169196699,3,,5169196705,141,47,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712697277,409,1,2,57,33,3czravw89omgc9o4s0w3l1bg5,1,45.8,54.6,2024-08-24T18:23:12.889Z,2024-08-25T07:30:05Z,5169197135,141,41.6,5171616505,178,,5169197131,56,Center,5169197137,212,16,5169197133,140,58.5,5169197139,213,5.7,5169197129,155,,,,,uzzq2p3s1qnb3wv1pee3mcph,Yeray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712697283,410,50,2,57,34,3czravw89omgc9o4s0w3l1bg5,1,58.7,37.3,2024-08-24T18:23:13.933Z,2024-08-25T07:30:10Z,5169197359,233,631,5169197171,286,,5169197169,56,Center,,,,,,,,,,,,,,,,dfcbvsb7o18lavmonbp5ucwoa,Oihan Sancet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic Club
2712697301,631,7,2,57,35,agh9ifb2mw3ivjusgedj7c3fe,1,41.3,62.7,2024-08-24T18:23:14.657Z,2024-08-25T07:30:14Z,5169197305,233,410,5171616699,15,,5171616697,178,,5170698599,385,,5169197267,56,Back,5169197269,285,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712697303,632,49,2,57,36,agh9ifb2mw3ivjusgedj7c3fe,1,49.7,48.3,2024-08-24T18:23:15.883Z,2024-08-25T07:30:18Z,,,,,,,,,,,,,,,,,,,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2712697327,633,1,2,57,36,agh9ifb2mw3ivjusgedj7c3fe,1,49.7,48.3,2024-08-24T18:23:15.908Z,2024-08-25T07:30:20Z,5169197419,140,37.2,5169197425,213,3.26,5171616811,178,,5169197423,212,13.2,5169197415,56,Back,5169197421,141,46.1,,,,,,,afxjicw89683nlpms9yy5x51x,Robert Lewandowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
