id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,teamName
2759878597,1040,1,2,77,51,agh9ifb2mw3ivjusgedj7c3fe,0,76,56.9,2024-12-15T21:42:58.120Z,2024-12-16T07:37:23Z,5427179143,178,,5426819741,286,,5426819707,213,5.16,5426819737,233,538,5426819735,236,,5426819705,212,2,5426819701,140,76.8,5426819703,141,54.3,eb3ci3a120om80v80mobsus8a,Gavi,5426819699,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759878603,538,74,2,77,51,3krm0f4yr1l80j1sd7823f9xn,1,16.4,39.4,2024-12-15T21:42:58.244Z,2024-12-16T07:37:27Z,5427179217,178,,5426819745,233,1040,5426819733,285,,5426819731,56,Back,,,,,,,,,,,,,6772p87u8cf9g6qyk5x414h61,Y. Neyou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759878649,539,12,2,77,53,3krm0f4yr1l80j1sd7823f9xn,1,19.7,38.9,2024-12-15T21:43:00.126Z,2024-12-16T07:14:13Z,5427179255,178,,5426820017,56,Back,5426820025,213,0.93,5426820023,212,18.4,5426820019,140,30.2,5426820021,141,60.5,,,,,,,9p87liko3b1jjpjmi19135y0a,Adrià Alti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759878641,1041,1,2,77,59,agh9ifb2mw3ivjusgedj7c3fe,1,73.9,29.2,2024-12-15T21:43:05.605Z,2024-12-16T07:14:17Z,5426819975,213,0.92,5426819965,155,,5426819969,140,96.1,5427179325,178,,5426819971,141,74.1,5426819973,212,38.4,5426819977,1,,5426819967,56,Center,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759878645,1042,1,2,78,1,agh9ifb2mw3ivjusgedj7c3fe,0,96.1,73.8,2024-12-15T21:43:07.966Z,2024-12-16T07:14:20Z,5426820009,212,11.9,5426820011,213,4.62,5426820005,140,95.1,5427179393,388,,5426820003,56,Center,5426820007,141,56.3,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759878659,540,12,2,78,2,3krm0f4yr1l80j1sd7823f9xn,1,4.9,41.3,2024-12-15T21:43:08.608Z,2024-12-16T07:14:23Z,5427179435,178,,5426820091,141,15.3,5426820087,56,Back,5426820093,212,23.7,5426820095,213,5.44,5426820089,140,20,,,,,,,dvyl5rfgfkoplnwrs73rkidhx,Sergio González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759878661,541,43,2,78,5,3krm0f4yr1l80j1sd7823f9xn,1,0,0,2024-12-15T21:43:12.197Z,2024-12-15T21:43:19Z,5426820263,144,49,,,,,,,,,,,,,,,,,,,,,,bxzhhmig5if9pznqa0fgxlyei,S. Cissé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759878679,1043,1,2,78,9,agh9ifb2mw3ivjusgedj7c3fe,1,72.7,70.2,2024-12-15T21:43:16.160Z,2024-12-16T07:14:26Z,5427179461,178,,5426820237,213,4.68,5426820233,141,37.4,5426820231,140,72,5426820235,212,22.3,5426820229,56,Center,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759878703,1044,1,2,78,12,agh9ifb2mw3ivjusgedj7c3fe,1,71.2,32.4,2024-12-15T21:43:18.769Z,2024-12-16T07:14:28Z,5426820409,213,5.62,5426820405,141,22.7,5427179493,178,,5426820403,140,79.2,5426820401,56,Center,5426820407,212,10.7,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759878719,1045,1,2,78,15,agh9ifb2mw3ivjusgedj7c3fe,1,78.4,22.7,2024-12-15T21:43:21.600Z,2024-12-16T07:14:36Z,5426820485,213,0.17,5426820479,140,92.4,5426820481,141,26.4,5426820483,212,14.9,5426820477,56,Center,5427179571,178,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759878735,1046,1,2,78,16,agh9ifb2mw3ivjusgedj7c3fe,1,92.4,26.4,2024-12-15T21:43:23.063Z,2024-12-16T07:14:40Z,5426820583,56,Center,5427179607,178,,5426820589,212,3.7,5426821273,154,,5426821271,210,13,5426820585,140,92.9,5426820587,141,31.8,5426820591,213,1.43,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759878739,1047,13,2,78,17,agh9ifb2mw3ivjusgedj7c3fe,1,92.7,33.7,2024-12-15T21:43:24.290Z,2024-12-16T07:14:42Z,5426821289,73,,5426820627,56,Center,5427179631,178,,5426821293,154,,5426821309,231,45.1,5426821305,328,,5426821299,102,60.2,5426821303,214,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,5426821295,55,1046,5426820817,20,,,5426821307,230,5426820623,22,,5426821291,29,5426820625,63,5426821301,103,,98.5,,,2.8,,,,,,,,,,,,,,,,,,Barcelona
2759878747,542,5,2,78,18,3krm0f4yr1l80j1sd7823f9xn,1,-0.6,33.8,2024-12-15T21:43:24.895Z,2024-12-16T07:14:44Z,5426820673,56,Back,5426820675,346,,5426820679,233,1048,,,,,,,,,,,,,,,,bxzhhmig5if9pznqa0fgxlyei,S. Cissé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759878745,1048,5,2,78,18,agh9ifb2mw3ivjusgedj7c3fe,0,100.6,66.2,2024-12-15T21:43:24.895Z,2024-12-16T07:14:44Z,5426820689,233,542,5426820669,346,,5426820667,56,Center,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759878931,543,1,2,78,56,3krm0f4yr1l80j1sd7823f9xn,1,4.1,49.7,2024-12-15T21:44:02.997Z,2024-12-16T07:15:13Z,5426821945,140,58.7,5426821951,213,0.41,5426821949,212,62.4,5426821943,56,Left,5426821953,1,,5426821955,74,,5426821941,124,,5426821987,189,,bahph7009sc73jl6s2bramn6d,M. Dmitrović,5426821947,141,86.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759878949,544,4,2,79,7,3krm0f4yr1l80j1sd7823f9xn,1,63.3,87,2024-12-15T21:44:14.365Z,2024-12-16T07:15:16Z,5426822063,13,,5426822081,233,1050,5426822071,286,,5426822267,189,,5426822065,56,Left,5426822067,152,,5426822933,295,,,,,7qy3e0pry4wdkimrffnus4zu2,Diego García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759878943,1050,4,2,79,7,agh9ifb2mw3ivjusgedj7c3fe,0,36.7,13,2024-12-15T21:44:14.366Z,2024-12-16T07:15:15Z,5427179873,178,,5426822049,285,,5426822041,56,Back,5426822891,295,,5426822043,152,,5426822171,233,544,5426822203,189,,5426822039,13,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759879077,1051,18,2,79,52,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-12-15T21:44:59.017Z,2024-12-16T07:15:17Z,5426823093,42,,5426823139,55,1052,5426823095,44,Midfielder,5426823097,59,17,,,,,,,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759879083,1052,19,2,79,52,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-12-15T21:44:59.018Z,2024-12-16T07:15:18Z,5426823127,44,Forward,5426823273,293,3,5426823123,145,8,5426823119,42,,5426840419,292,9,5426823129,55,1051,5426823125,59,18,,,,9f0jk3wgmlnnmnqrdkh4gnpt6,Pau Víctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759879105,545,1,2,80,4,3krm0f4yr1l80j1sd7823f9xn,0,60.3,90.5,2024-12-15T21:45:10.913Z,2024-12-16T07:15:36Z,5426823301,152,,5426823303,56,Left,5426823299,155,,5426823311,213,6.25,5426823305,140,100,5426823309,212,42.9,5426823313,1,,5426823297,5,,ea5xlslcii56ycrlmyo6uiimt,Óscar Rodríguez,5427180135,178,,5426823307,141,,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759879113,546,5,2,80,8,3krm0f4yr1l80j1sd7823f9xn,0,101.2,88.4,2024-12-15T21:45:14.953Z,2024-12-16T07:15:41Z,5426823353,56,Left,5426823407,233,1053,5426823355,346,,,,,,,,,,,,,,,,,ea5xlslcii56ycrlmyo6uiimt,Óscar Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759879117,1053,5,2,80,8,agh9ifb2mw3ivjusgedj7c3fe,1,-1.2,11.6,2024-12-15T21:45:14.953Z,2024-12-16T07:15:41Z,5426823397,346,,5426823395,56,Back,5426823403,233,546,,,,,,,,,,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759879145,1054,1,2,80,10,agh9ifb2mw3ivjusgedj7c3fe,1,5,37,2024-12-15T21:45:17.002Z,2024-12-16T07:15:46Z,5426823525,124,,5426823529,56,Back,5426823533,140,24.6,5426823537,141,88.3,5426823541,212,40.5,5426823549,1,,5426823553,237,,5426823545,213,1.04,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759879159,1055,1,2,80,16,agh9ifb2mw3ivjusgedj7c3fe,1,38.4,91.5,2024-12-15T21:45:23.247Z,2024-12-16T07:15:59Z,5427180397,178,,5426823617,56,Back,5426823625,213,5.02,5426823623,212,10.1,5426823621,141,77.3,5426823619,140,41.3,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759879175,1056,1,2,80,19,agh9ifb2mw3ivjusgedj7c3fe,1,41.9,64.3,2024-12-15T21:45:26.037Z,2024-12-16T07:16:02Z,5427180417,178,,5426823727,212,21.9,5426823719,56,Back,5426823723,140,44.4,5426823725,141,32.4,5426823729,213,4.83,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759879187,1057,1,2,80,22,agh9ifb2mw3ivjusgedj7c3fe,1,47.3,25.8,2024-12-15T21:45:29.364Z,2024-12-16T07:16:05Z,5426823789,213,5.44,5426823785,141,4.7,5426823783,140,59.5,5426823781,56,Right,5427180429,178,,5426823787,212,19.2,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759879193,1058,1,2,80,25,agh9ifb2mw3ivjusgedj7c3fe,0,60.9,7.9,2024-12-15T21:45:31.866Z,2024-12-16T07:16:20Z,5426823817,155,,5426823827,213,0.52,5427180527,178,,5426823821,140,78.4,5426823819,56,Center,5426823823,141,23.4,5426823825,212,21.2,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759879195,547,12,2,80,26,3krm0f4yr1l80j1sd7823f9xn,1,19,72.9,2024-12-15T21:45:33.445Z,2024-12-16T07:16:27Z,5426823849,141,94.2,5426823853,213,1.32,5426823851,212,14.9,5426823845,56,Back,5427180661,178,,5426823857,15,,5426823847,140,22.5,,,,dtuwn06lnvxugaj637i553r2t,M. Nastasić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759879199,548,49,2,80,29,3krm0f4yr1l80j1sd7823f9xn,1,22.8,94.8,2024-12-15T21:45:35.736Z,2024-12-16T07:16:31Z,,,,,,,,,,,,,,,,,,,,,,,,,3xxwjf3ymu1j9825xjuwuknah,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759879205,549,1,2,80,29,3krm0f4yr1l80j1sd7823f9xn,0,23.1,96.5,2024-12-15T21:45:35.808Z,2024-12-16T07:16:33Z,5426823929,212,25.4,5426823925,140,47.1,5426823931,213,0.13,5426823923,56,Back,5427180719,178,,5426823921,157,,5426823933,1,,5426823927,141,100,3xxwjf3ymu1j9825xjuwuknah,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759879207,550,5,2,80,32,3krm0f4yr1l80j1sd7823f9xn,0,47,101.6,2024-12-15T21:45:38.739Z,2024-12-16T07:16:36Z,5426824025,233,1059,5426823937,347,,5426823935,56,Back,,,,,,,,,,,,,,,,3xxwjf3ymu1j9825xjuwuknah,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759879219,1059,5,2,80,32,agh9ifb2mw3ivjusgedj7c3fe,1,53,-1.6,2024-12-15T21:45:38.739Z,2024-12-16T07:16:36Z,5426824001,347,,5426824003,233,550,5426823999,56,Right,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759879243,1060,1,2,80,33,agh9ifb2mw3ivjusgedj7c3fe,1,47,0,2024-12-15T21:45:40.328Z,2024-12-16T07:16:46Z,5426824171,141,32.8,5426824173,212,23.4,5426824165,107,,5426824175,213,1.67,5426824169,140,44.8,5426824167,56,Back,5426824177,1,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759879255,1061,1,2,80,41,agh9ifb2mw3ivjusgedj7c3fe,1,61.6,59.9,2024-12-15T21:45:48.098Z,2024-12-16T07:16:49Z,5426824217,140,68.3,5426824215,56,Center,5426824223,213,6.01,5426824221,212,7.3,5426824219,141,57,5427180887,178,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759879263,1062,1,2,80,42,agh9ifb2mw3ivjusgedj7c3fe,1,68.3,57,2024-12-15T21:45:48.752Z,2024-12-16T07:16:52Z,5426824283,56,Center,5427180925,178,,5426824289,212,3.2,5426824291,213,0.66,5426824287,141,59.9,5426824285,140,70.7,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759879265,1063,1,2,80,42,agh9ifb2mw3ivjusgedj7c3fe,0,70.7,59.9,2024-12-15T21:45:49.305Z,2024-12-16T07:16:54Z,5426824307,213,5.13,5426824305,212,5.1,5427180937,178,,5426824301,140,72.7,5426824299,56,Center,5426824303,141,53,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermín López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759879285,551,12,2,80,44,3krm0f4yr1l80j1sd7823f9xn,1,22,52.4,2024-12-15T21:45:51.200Z,2024-12-16T07:16:56Z,5426824477,141,85.3,5427180955,178,,5426824475,140,63.1,5426824479,212,48.6,5426824481,213,0.48,5426824473,56,Left,,,,,,,48ctbksxfm5hrdmwphb4eril1,Jorge Sáenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759879315,1064,1,2,80,51,agh9ifb2mw3ivjusgedj7c3fe,1,36.2,10.4,2024-12-15T21:45:57.726Z,2024-12-16T07:17:00Z,5426824649,141,41.5,5427181003,178,,5426824653,213,2.12,5426824645,56,Back,5426824651,212,24.8,5426824647,140,23.9,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759879349,1065,1,2,80,56,agh9ifb2mw3ivjusgedj7c3fe,1,25.9,42.2,2024-12-15T21:46:02.524Z,2024-12-16T07:17:04Z,5427181049,178,,5426824877,213,5.19,5426824869,56,Back,5426824875,212,15.1,5426824873,141,22.4,5426824871,140,32.5,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759879353,1066,1,2,81,4,agh9ifb2mw3ivjusgedj7c3fe,1,44.1,14.7,2024-12-15T21:46:10.545Z,2024-12-16T07:17:07Z,5426824917,56,Center,5427181091,178,,5426824925,213,0.47,5426824921,141,27.3,5426824919,140,60.2,5426824923,212,19,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759879355,1067,61,2,81,4,agh9ifb2mw3ivjusgedj7c3fe,0,56.4,27,2024-12-15T21:46:11.229Z,2024-12-16T07:17:10Z,5426824929,56,Center,5427181139,178,,,,,,,,,,,,,,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759879357,552,49,2,81,6,3krm0f4yr1l80j1sd7823f9xn,1,43.9,69.1,2024-12-15T21:46:12.682Z,2024-12-16T07:17:13Z,,,,,,,,,,,,,,,,,,,,,,,,,bxzhhmig5if9pznqa0fgxlyei,S. Cissé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759879367,553,1,2,81,7,3krm0f4yr1l80j1sd7823f9xn,1,46.1,74.2,2024-12-15T21:46:13.763Z,2024-12-16T07:17:15Z,5426824999,140,53.2,5426825005,213,1.05,5426824997,56,Left,5426825001,141,93.2,5427181207,178,,5426825003,212,14.9,,,,,,,bxzhhmig5if9pznqa0fgxlyei,S. Cissé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759879379,554,1,2,81,9,3krm0f4yr1l80j1sd7823f9xn,1,51.8,94.1,2024-12-15T21:46:16.068Z,2024-12-16T07:17:18Z,5426825111,56,Back,5426825123,213,3.38,5426825115,140,39,5426825121,212,13.8,5426825119,141,89.4,5427181229,178,,,,,,,,ea5xlslcii56ycrlmyo6uiimt,Óscar Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759879383,555,1,2,81,11,3krm0f4yr1l80j1sd7823f9xn,0,40,90.2,2024-12-15T21:46:17.574Z,2024-12-16T07:17:20Z,5426825157,141,100,5426825153,56,Left,5426825151,155,,5426825159,212,29.6,5426825155,140,67.2,5427181267,178,,5426825161,213,0.27,,,,3xxwjf3ymu1j9825xjuwuknah,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759879385,556,5,2,81,13,3krm0f4yr1l80j1sd7823f9xn,0,69.8,101.4,2024-12-15T21:46:19.722Z,2024-12-16T07:17:21Z,5426825333,233,1068,5426825167,56,Left,5426825169,347,,,,,,,,,,,,,,,,,3xxwjf3ymu1j9825xjuwuknah,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759879411,1068,5,2,81,13,agh9ifb2mw3ivjusgedj7c3fe,1,30.2,-1.4,2024-12-15T21:46:19.722Z,2024-12-16T07:17:21Z,5426825323,347,,5426825321,56,Back,5426825325,233,556,,,,,,,,,,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759879417,1069,1,2,81,16,agh9ifb2mw3ivjusgedj7c3fe,1,26.3,0,2024-12-15T21:46:22.623Z,2024-12-16T07:17:28Z,5426825361,140,39.7,5426825359,56,Back,5426825363,141,4.3,5426825365,212,14.6,5426825357,107,,5426846935,189,,5426825367,213,0.28,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759879703,1081,1,2,81,17,agh9ifb2mw3ivjusgedj7c3fe,1,45.4,6.8,2024-12-15T21:46:23.881Z,2024-12-16T07:17:38Z,5426846885,213,3.29,5427181453,178,,5426846879,140,41,5426846881,141,5.8,5426846883,212,4.7,5426846877,56,Back,5426846899,189,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759879433,1070,1,2,81,23,agh9ifb2mw3ivjusgedj7c3fe,1,55.1,9.5,2024-12-15T21:46:29.540Z,2024-12-16T07:17:42Z,5427181483,178,,5426825477,140,69.9,5426825483,213,6.11,5426825481,212,15.8,5426825479,141,5.5,5426825475,56,Right,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759879439,1071,3,2,81,24,agh9ifb2mw3ivjusgedj7c3fe,0,70.8,3.2,2024-12-15T21:46:31.159Z,2024-12-16T07:17:45Z,5426825495,56,Right,5426825551,233,557,5427055921,465,,5426825497,286,,5427181517,178,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759879445,557,7,2,81,24,3krm0f4yr1l80j1sd7823f9xn,1,29.2,96.8,2024-12-15T21:46:31.290Z,2024-12-16T07:17:50Z,5426825539,167,,5427055949,385,,5427181571,178,,5426825543,285,,5426825541,56,Back,5426825545,233,1071,,,,,,,3xxwjf3ymu1j9825xjuwuknah,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759879451,558,5,2,81,25,3krm0f4yr1l80j1sd7823f9xn,0,27,101.2,2024-12-15T21:46:32.031Z,2024-12-16T07:17:51Z,5426826445,233,1072,5426825575,347,,5426825573,56,Back,,,,,,,,,,,,,,,,3xxwjf3ymu1j9825xjuwuknah,Javi Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759879579,1072,5,2,81,25,agh9ifb2mw3ivjusgedj7c3fe,1,73,-1.2,2024-12-15T21:46:32.031Z,2024-12-16T07:17:51Z,5426826433,233,558,5426826427,347,,5426826425,56,Right,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759879549,559,18,2,81,53,3krm0f4yr1l80j1sd7823f9xn,1,0,0,2024-12-15T21:47:00.276Z,2024-12-16T07:17:52Z,5426826185,59,8,5426826181,42,,5426826183,44,Midfielder,5426826221,55,560,,,,,,,,,,,,,bxzhhmig5if9pznqa0fgxlyei,S. Cissé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759879551,560,19,2,81,53,3krm0f4yr1l80j1sd7823f9xn,1,0,0,2024-12-15T21:47:00.277Z,2024-12-16T07:17:53Z,5426826199,292,7,5426826209,55,559,5426826205,44,Midfielder,5426826195,59,10,5426826203,293,4,5426826187,42,,5426826191,145,10,,,,pr0nfcph8mlm3plq9b69o8a1,Dani Raba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leganes
2759879585,1073,1,2,81,58,agh9ifb2mw3ivjusgedj7c3fe,1,70.8,0,2024-12-15T21:47:05.439Z,2024-12-16T07:17:54Z,5426826477,56,Right,5426826487,213,1.88,5426826483,141,17.6,5426826481,140,66.8,5426826943,189,,5426826485,212,14,5426826475,107,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759879593,1074,1,2,82,0,agh9ifb2mw3ivjusgedj7c3fe,1,64.8,21.6,2024-12-15T21:47:06.805Z,2024-12-16T07:17:58Z,5426826545,212,16.1,5426826541,140,68.8,5426826543,141,44.5,5426826547,213,1.31,5427181705,178,,5426826539,56,Center,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759879599,1075,1,2,82,4,agh9ifb2mw3ivjusgedj7c3fe,1,69.4,53.7,2024-12-15T21:47:11.232Z,2024-12-16T07:18:01Z,5426826593,56,Center,5427181749,178,,5426826601,213,5.51,5426826599,212,6.9,5426826597,141,46.6,5426826595,140,74.1,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759879605,1076,1,2,82,6,agh9ifb2mw3ivjusgedj7c3fe,1,72.5,43.3,2024-12-15T21:47:12.691Z,2024-12-16T07:18:04Z,5426826637,213,4.45,5426826635,212,11.2,5426826629,56,Center,5426826631,140,69.7,5427181799,178,,5426826633,141,27.4,,,,,,,9f0jk3wgmlnnmnqrdkh4gnpt6,Pau Víctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2759879607,1077,1,2,82,7,agh9ifb2mw3ivjusgedj7c3fe,1,68,21.5,2024-12-15T21:47:14.284Z,2024-12-16T07:18:06Z,5426826653,56,Right,5426826659,212,7,5426826661,213,6.11,5426826655,140,74.6,5427181839,178,,5426826657,141,19.7,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
