id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,keyPass,qualifier/10/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/14/value,qualifier/15/value,assist,qualifier/18/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/17/value,teamName
2756343269,575,1,2,51,41,agh9ifb2mw3ivjusgedj7c3fe,1,35.4,38.9,2024-12-07T16:28:07.377Z,2024-12-08T07:27:52Z,5407704351,140,36.1,5407704405,213,4.76,5407704403,212,15.2,5407704369,141,16.5,5410054501,178,,5407704349,56,Back,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756343339,576,1,2,51,43,agh9ifb2mw3ivjusgedj7c3fe,1,35.4,8,2024-12-07T16:28:09.728Z,2024-12-08T07:27:56Z,5407704709,212,14.6,5410054567,178,,5407704705,140,49,5407704703,56,Back,5407704711,213,6.06,5407704707,141,3.2,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756343359,577,1,2,51,46,agh9ifb2mw3ivjusgedj7c3fe,0,44.7,1.7,2024-12-07T16:28:12.489Z,2024-12-08T07:28:06Z,5407704825,56,Back,5410054775,178,,5407704835,212,2.6,5407704837,213,0.31,5407704829,140,47.1,5407704833,141,2.9,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756343391,378,49,2,51,46,ah8dala7suqqkj04n2l8xz4zd,1,57.4,96.4,2024-12-07T16:28:12.588Z,2024-12-08T07:28:09Z,,,,,,,,,,,,,,,,,,,,,,,,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756343463,379,1,2,51,49,ah8dala7suqqkj04n2l8xz4zd,0,55.4,96.7,2024-12-07T16:28:15.579Z,2024-12-08T07:28:11Z,5407705409,212,9.5,5410054891,178,,5407705411,213,3.24,5407705403,56,Back,5407705405,140,46.4,5407705407,141,95.3,,,,,,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756343503,578,3,2,51,50,agh9ifb2mw3ivjusgedj7c3fe,0,54.8,3.2,2024-12-07T16:28:16.777Z,2024-12-08T07:28:14Z,5407705585,286,,5407705583,56,Right,5410054935,178,,5409142155,465,,5407706121,233,380,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756343561,380,7,2,51,50,ah8dala7suqqkj04n2l8xz4zd,1,45.2,96.8,2024-12-07T16:28:16.884Z,2024-12-08T07:28:17Z,5407705875,167,,5407705883,285,,5407705879,56,Back,5407705983,233,578,5409142343,385,,5410054983,178,,,,,,,,5o07mnpidavbe0hqoqzwgom50,Sergi Altimira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756343643,381,5,2,51,51,ah8dala7suqqkj04n2l8xz4zd,0,45.4,101,2024-12-07T16:28:17.243Z,2024-12-08T07:28:19Z,5407706473,347,,5407706887,233,579,5407706471,56,Back,,,,,,,,,,,,,,,,5o07mnpidavbe0hqoqzwgom50,Sergi Altimira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756343585,579,5,2,51,51,agh9ifb2mw3ivjusgedj7c3fe,1,54.6,-1,2024-12-07T16:28:17.243Z,2024-12-08T07:28:19Z,5407706863,233,381,5407706061,56,Right,5407706063,347,,,,,,,,,,,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756343851,580,1,2,51,59,agh9ifb2mw3ivjusgedj7c3fe,1,53.2,0,2024-12-07T16:28:25.557Z,2024-12-08T07:28:21Z,5407707623,107,,5407707625,56,Right,5407707629,141,15.5,5407707635,213,1.44,5407707633,212,11.7,5407708709,189,,5407707627,140,54.7,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756343957,581,4,2,52,2,agh9ifb2mw3ivjusgedj7c3fe,1,64.4,12.3,2024-12-07T16:28:28.586Z,2024-12-08T07:28:26Z,5407708411,152,,5407708551,233,382,5407708413,286,,5407708407,295,,5407708409,56,Right,5407708405,13,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756343921,382,4,2,52,2,ah8dala7suqqkj04n2l8xz4zd,0,35.6,87.7,2024-12-07T16:28:28.587Z,2024-12-08T07:28:26Z,5410055119,178,,5407708477,13,,5407708479,295,,5407708601,233,581,5407708481,56,Back,5407708485,285,,5407708483,152,,,,,7x4eg9m0ikbokn9x4nzyt2jv8,Mateo Flores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756345365,582,1,2,52,46,agh9ifb2mw3ivjusgedj7c3fe,1,66.6,14.9,2024-12-07T16:29:12.910Z,2024-12-08T07:28:30Z,5407715799,2,,5407715823,56,Center,5407715819,152,,5407715805,5,,5409143985,20,,5407715833,1,,5407715829,212,39.5,5407715831,213,1.03,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,5407715811,155,,5407715825,140,86.1,5410055169,178,5409143981,224,5407715827,141,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756345375,583,61,2,52,48,agh9ifb2mw3ivjusgedj7c3fe,0,86.1,64.5,2024-12-07T16:29:15.156Z,2024-12-08T07:28:37Z,5407715877,56,Center,5410055265,15,,5410055267,388,,,,,,,,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756345429,383,5,2,52,50,ah8dala7suqqkj04n2l8xz4zd,1,-1.4,30.4,2024-12-07T16:29:16.828Z,2024-12-08T07:28:40Z,5407716729,233,584,5407716207,346,,5407716205,56,Back,,,,,,,,,,,,,,,,7x4eg9m0ikbokn9x4nzyt2jv8,Mateo Flores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756345517,584,5,2,52,50,agh9ifb2mw3ivjusgedj7c3fe,0,101.4,69.6,2024-12-07T16:29:16.828Z,2024-12-08T07:28:40Z,5407716587,346,,5407716581,56,Center,5407716749,233,383,,,,,,,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756345785,384,1,2,52,59,ah8dala7suqqkj04n2l8xz4zd,1,4.8,51.6,2024-12-07T16:29:25.540Z,2024-12-08T07:28:47Z,5407717991,140,7.5,5407717995,212,9.1,5407717993,141,64.3,5407717987,124,,5407717997,213,1.25,5407717989,56,Back,5407718001,237,,,,,2b7ankpb026wngkg3hgppev6y,Fran Vieites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756345853,385,1,2,53,2,ah8dala7suqqkj04n2l8xz4zd,1,16.5,70.6,2024-12-07T16:29:29.196Z,2024-12-08T07:28:51Z,5407718345,213,1.18,5407718337,141,92.6,5407718333,56,Back,5407718335,140,22.3,5407718339,212,16.2,5410055529,178,,,,,,,,9ao7l82r1xd2rjnvv5u6plcr9,Diego Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756345959,386,1,2,53,6,ah8dala7suqqkj04n2l8xz4zd,0,30.5,92.9,2024-12-07T16:29:32.288Z,2024-12-08T07:28:53Z,5407718857,140,69.6,5407718867,213,0.14,5407718853,155,,5407718871,1,,5407718855,56,Left,5407718863,212,41.5,5407718859,141,100,5410055577,178,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756345981,387,5,2,53,8,ah8dala7suqqkj04n2l8xz4zd,0,68.6,101.4,2024-12-07T16:29:34.428Z,2024-12-08T07:28:55Z,5407718967,56,Left,5407718969,347,,5407720575,233,585,,,,,,,,,,,,,,,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756346257,585,5,2,53,8,agh9ifb2mw3ivjusgedj7c3fe,1,31.4,-1.4,2024-12-07T16:29:34.428Z,2024-12-08T07:28:55Z,5407720509,56,Back,5407720551,233,387,5407720511,347,,,,,,,,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756346317,586,1,2,53,19,agh9ifb2mw3ivjusgedj7c3fe,1,32.9,0,2024-12-07T16:29:45.254Z,2024-12-08T07:28:58Z,5407720877,213,0.73,5407720867,107,,5407720871,140,40.6,5407720869,56,Back,5407720875,212,10.8,5407720873,141,8.9,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756346337,587,1,2,53,20,agh9ifb2mw3ivjusgedj7c3fe,1,40.6,8.9,2024-12-07T16:29:46.227Z,2024-12-08T07:29:05Z,5407721013,213,3.9,5407721011,212,5.8,5407721005,140,36.6,5407721001,56,Back,5410055839,178,,5407721009,141,3.1,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756346399,588,1,2,53,21,agh9ifb2mw3ivjusgedj7c3fe,1,36.6,2.9,2024-12-07T16:29:47.526Z,2024-12-08T07:29:10Z,5407721347,140,37.7,5407721349,141,14.4,5410055945,178,,5407721353,213,1.42,5407721351,212,7.9,5407721345,56,Back,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756346409,589,1,2,53,22,agh9ifb2mw3ivjusgedj7c3fe,0,38,11.1,2024-12-07T16:29:49.048Z,2024-12-08T07:29:13Z,5407721395,56,Back,5409149067,213,2.66,5409149187,236,,5409149065,212,3.5,5409149063,141,13.5,5409478027,233,388,5409149061,140,35,5410055997,178,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,5409149189,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756346417,388,74,2,53,22,ah8dala7suqqkj04n2l8xz4zd,1,63,86.9,2024-12-07T16:29:49.060Z,2024-12-08T07:29:20Z,5410056117,389,,5407721437,285,,5409478041,233,589,5407721435,56,Left,,,,,,,,,,,,,dhtb9gizk25k1u3h0b7xgy4tl,G. Lo Celso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756346425,590,61,2,53,22,agh9ifb2mw3ivjusgedj7c3fe,1,38.3,12.3,2024-12-07T16:29:49.150Z,2024-12-08T07:37:19Z,5410056151,178,,5407721457,56,Back,,,,,,,,,,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756349305,404,61,2,53,23,ah8dala7suqqkj04n2l8xz4zd,1,64.7,91.5,2024-12-07T16:29:49.244Z,2024-12-08T07:29:31Z,5407737069,56,Left,5410056255,389,,,,,,,,,,,,,,,,,,,,dhtb9gizk25k1u3h0b7xgy4tl,G. Lo Celso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756346521,389,49,2,53,24,ah8dala7suqqkj04n2l8xz4zd,1,63.7,95.9,2024-12-07T16:29:50.366Z,2024-12-08T07:29:35Z,,,,,,,,,,,,,,,,,,,,,,,,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756346531,390,1,2,53,24,ah8dala7suqqkj04n2l8xz4zd,1,63.7,95.9,2024-12-07T16:29:50.523Z,2024-12-08T07:29:43Z,5407722101,140,57.2,5407722105,212,7.2,5407722103,141,92.7,5407722099,56,Left,5410056477,178,,5407722107,213,3.45,,,,,,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756346539,391,43,2,53,26,ah8dala7suqqkj04n2l8xz4zd,1,0,0,2024-12-07T16:29:52.459Z,2024-12-07T16:30:16Z,5407722165,213,0.32,5407722159,140,63.7,5407722163,212,6.4,5407722161,141,98.5,5407722157,56,Left,5407726183,144,1,,,,,,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756346629,392,4,2,53,26,ah8dala7suqqkj04n2l8xz4zd,1,62.3,93.4,2024-12-07T16:29:53.145Z,2024-12-08T07:29:47Z,5407722791,286,,5407722777,13,,5407722985,233,591,5407722779,56,Left,5407722781,152,,5407722785,265,,,,,,,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756346585,591,4,2,53,26,agh9ifb2mw3ivjusgedj7c3fe,0,37.7,6.6,2024-12-07T16:29:53.146Z,2024-12-08T07:29:47Z,5407722907,152,,5410056527,178,,5407722911,285,,5407723133,233,392,5407722905,56,Back,5407722903,13,,5407722909,265,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756346789,393,1,2,53,30,ah8dala7suqqkj04n2l8xz4zd,1,60.3,85,2024-12-07T16:29:56.682Z,2024-12-08T07:29:55Z,5407723529,56,Left,5407723533,140,80.6,5407723539,141,88.5,5407723525,5,,5410056725,178,,5407723543,212,21.4,5407723549,213,0.11,5407723527,152,,dhtb9gizk25k1u3h0b7xgy4tl,G. Lo Celso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756346895,394,1,2,53,33,ah8dala7suqqkj04n2l8xz4zd,1,91.7,81,2024-12-07T16:30:00.092Z,2024-12-08T07:29:59Z,5407724051,141,46.3,5407724043,56,Center,5407745177,154,,5407724053,212,23.7,5407745175,210,15,5410056819,178,,5407724055,213,4.62,5409150717,225,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,5407724047,140,89.6,5409150719,386,,5407724035,2,5409150721,72,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756346929,395,15,2,53,36,ah8dala7suqqkj04n2l8xz4zd,1,89,46.6,2024-12-07T16:30:02.584Z,2024-12-08T07:30:05Z,5407728461,146,98,5407724267,17,,5407745227,154,,5407745229,55,394,5407728565,233,592,5407745225,29,,5407724269,56,Center,5410056953,178,,cuxm7t8cql3v06hqf18wvcul1,E. Ávila,5407728449,103,8.9,5407728177,72,,5407728445,76,5407728469,147,5407728175,24,,5407728447,102,49.1,,,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756346909,592,10,2,53,36,agh9ifb2mw3ivjusgedj7c3fe,1,2.9,47.8,2024-12-07T16:30:02.905Z,2024-12-08T07:30:10Z,5407728665,233,395,5407724599,179,,5409152235,376,,5407724149,182,,5407724151,56,Back,5407724145,173,,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756346961,396,6,2,53,37,ah8dala7suqqkj04n2l8xz4zd,1,94.2,50,2024-12-07T16:30:03.391Z,2024-12-08T07:30:11Z,5407724609,56,Center,5407725001,233,593,5407724611,73,,,,,,,,,,,,,,,,,cuxm7t8cql3v06hqf18wvcul1,E. Ávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756347023,593,6,2,53,37,agh9ifb2mw3ivjusgedj7c3fe,0,5.8,50,2024-12-07T16:30:03.391Z,2024-12-08T07:30:12Z,5407725033,233,396,5407724859,56,Back,5407724863,73,,,,,,,,,,,,,,,,,4mxx1oxkiexm0ha34utcmb17t,Iñaki Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756347753,397,1,2,54,4,ah8dala7suqqkj04n2l8xz4zd,0,99.5,99.5,2024-12-07T16:30:31.107Z,2024-12-08T07:30:17Z,5407728827,6,,5407728841,213,4.47,5407728837,141,62.4,5410057187,178,,5407728825,2,,5407728839,212,26,5409154627,72,,5407728831,224,,dhtb9gizk25k1u3h0b7xgy4tl,G. Lo Celso,5407728833,56,Center,5407728829,155,,5407728835,140,,,,,,,,,,93.5,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756347873,594,12,2,54,6,agh9ifb2mw3ivjusgedj7c3fe,1,3.8,39.5,2024-12-07T16:30:32.267Z,2024-12-08T07:30:24Z,5407729551,56,Back,5407729569,213,5.75,5407729555,140,33.5,5407729563,212,36.2,5407729557,141,12.6,5410057301,178,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756347975,398,1,2,54,13,ah8dala7suqqkj04n2l8xz4zd,0,70,97.1,2024-12-07T16:30:39.388Z,2024-12-08T07:30:29Z,5410057423,178,,5407730171,56,Left,5407730183,213,0.39,5407730175,141,100,5407730173,140,77.4,5407730179,212,8.4,,,,,,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756347989,399,5,2,54,14,ah8dala7suqqkj04n2l8xz4zd,0,77.4,101.7,2024-12-07T16:30:40.772Z,2024-12-08T07:30:30Z,5407730483,233,595,5407730249,56,Left,5407730257,347,,,,,,,,,,,,,,,,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756348005,595,5,2,54,14,agh9ifb2mw3ivjusgedj7c3fe,1,22.6,-1.7,2024-12-07T16:30:40.772Z,2024-12-08T07:30:30Z,5407730399,233,399,5407730343,347,,5407730339,56,Back,,,,,,,,,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756348755,596,1,2,54,36,agh9ifb2mw3ivjusgedj7c3fe,0,21.2,0,2024-12-07T16:31:02.356Z,2024-12-08T07:30:32Z,5407734179,213,1.03,5407734175,141,27.6,5407734173,140,32.6,5407734181,1,,5407734171,56,Back,5407738301,107,,5407734177,212,23.3,5407735683,189,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756353699,420,61,2,54,36,ah8dala7suqqkj04n2l8xz4zd,1,65.1,68.6,2024-12-07T16:31:02.983Z,2024-12-08T07:30:34Z,5407762591,189,,5407761427,56,Center,5410057503,178,,,,,,,,,,,,,,,,,5o07mnpidavbe0hqoqzwgom50,Sergi Altimira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756348825,400,49,2,54,37,ah8dala7suqqkj04n2l8xz4zd,1,73.3,77.1,2024-12-07T16:31:03.954Z,2024-12-08T07:30:39Z,,,,,,,,,,,,,,,,,,,,,,,,,dhtb9gizk25k1u3h0b7xgy4tl,G. Lo Celso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756348909,401,1,2,54,40,ah8dala7suqqkj04n2l8xz4zd,0,74.4,85.3,2024-12-07T16:31:07.025Z,2024-12-08T07:30:43Z,5407734965,56,Left,5410057655,178,,5407735027,286,,5407734971,212,3,5407734969,141,83.9,5407734973,213,5.96,5407734967,140,77.1,5407735019,236,,dhtb9gizk25k1u3h0b7xgy4tl,G. Lo Celso,5407735021,233,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756348897,597,74,2,54,40,agh9ifb2mw3ivjusgedj7c3fe,1,26.3,17.1,2024-12-07T16:31:07.155Z,2024-12-08T07:30:47Z,5410057801,178,,5407734865,285,,5407734863,56,Back,5407735083,233,401,,,,,,,,,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756349125,402,1,2,54,44,ah8dala7suqqkj04n2l8xz4zd,1,78.3,94,2024-12-07T16:31:10.838Z,2024-12-08T07:30:57Z,5407736115,141,83,5407736107,140,75.2,5407736101,56,Left,5407736123,213,4.3,5407736119,212,8.2,5410057941,178,,,,,,,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756349131,403,4,2,54,47,ah8dala7suqqkj04n2l8xz4zd,1,79.2,79.4,2024-12-07T16:31:13.528Z,2024-12-08T07:31:02Z,5407736697,233,598,5407736257,56,Left,5407736259,152,,5407736263,286,,5407736261,265,,5407736253,13,,,,,,,,dhtb9gizk25k1u3h0b7xgy4tl,G. Lo Celso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756349167,598,4,2,54,47,agh9ifb2mw3ivjusgedj7c3fe,0,20.8,20.6,2024-12-07T16:31:13.529Z,2024-12-08T07:31:01Z,5407736735,233,403,5407736535,13,,5407736547,285,,5410058027,178,,5407736539,152,,5407736537,56,Back,5407736543,265,,,,,3hht0os2uzu234yq550i3fbe2,Marc Casadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756351107,405,1,2,55,51,ah8dala7suqqkj04n2l8xz4zd,0,81.3,79.7,2024-12-07T16:32:18.095Z,2024-12-08T07:31:05Z,5407746995,155,,5409159551,72,,5407747007,213,5.25,5407746999,56,Center,5407746997,152,,5407747005,212,24.3,5407746993,5,,5407746991,2,,dhtb9gizk25k1u3h0b7xgy4tl,G. Lo Celso,5409159549,224,,5407747003,141,49,5410058113,178,5407747001,140,,,,,,93.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756351097,599,44,2,55,53,agh9ifb2mw3ivjusgedj7c3fe,1,7,52.6,2024-12-07T16:32:19.591Z,2024-12-08T08:54:57Z,5407746947,285,,5407746945,56,Back,5407756701,233,406,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756351135,406,44,2,55,53,ah8dala7suqqkj04n2l8xz4zd,0,93,47.4,2024-12-07T16:32:19.592Z,2024-12-08T07:31:10Z,5407747413,233,599,5407747197,286,,5407747195,56,Center,,,,,,,,,,,,,,,,5o07mnpidavbe0hqoqzwgom50,Sergi Altimira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756606471,931,12,2,55,53,agh9ifb2mw3ivjusgedj7c3fe,1,5.8,53.9,2024-12-07T16:32:19.623Z,2024-12-08T08:54:57Z,5409164457,140,4.8,5409164461,212,1.7,5409164463,213,2.23,5409164459,141,55.9,5410058287,388,,5409164455,56,Back,5409164453,15,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756351147,407,61,2,55,53,ah8dala7suqqkj04n2l8xz4zd,1,93,49,2024-12-07T16:32:19.635Z,2024-12-08T07:31:42Z,5410059143,388,,5410059141,15,,5407747231,56,Center,,,,,,,,,,,,,,,,5o07mnpidavbe0hqoqzwgom50,Sergi Altimira,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756351117,600,43,2,55,54,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2024-12-07T16:32:20.517Z,2024-12-07T16:33:14Z,5407747155,15,0,5407747071,140,8.1,5407747069,56,Back,5407747073,141,47.2,5407747075,212,6.8,5407756359,144,12,5407747077,213,4.94,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2756351239,408,44,2,55,54,ah8dala7suqqkj04n2l8xz4zd,1,93.8,50.2,2024-12-07T16:32:20.892Z,2024-12-08T08:54:57Z,5407756743,233,601,5407747713,286,,5407747711,56,Center,,,,,,,,,,,,,,,,96cbv23es0gucmd2v0qvk3iwa,A. Ezzalzouli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis
2756351173,601,44,2,55,54,agh9ifb2mw3ivjusgedj7c3fe,0,6.2,49.8,2024-12-07T16:32:20.893Z,2024-12-08T07:31:21Z,5407747371,56,Back,5407747483,233,408,5407747373,285,,,,,,,,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
